Datetime,Dn,Dm,Dx,Sn,Sm,Sx,source_file,Ta,Ua,Pa,Th,Vh,Vs,Vr,Rc,Rd,Ri,Hc,Hd,Hi
2025-03-28_040002,,,,,,,VPMI.2025.087.0R3.csv,,,,,,,,1.26,1700.0,0.0,0.0,0.0,0.0
2025-03-28_042002,,,,,,,VPMI.2025.087.0R3.csv,,,,,,,,1.26,1700.0,0.0,0.0,0.0,0.0
2025-03-28_044002,,,,,,,VPMI.2025.087.0R3.csv,,,,,,,,1.26,1700.0,0.0,0.0,0.0,0.0
2025-03-28_050002,,,,,,,VPMI.2025.087.0R3.csv,,,,,,,,1.26,1700.0,0.0,0.0,0.0,0.0
2025-03-28_052002,,,,,,,VPMI.2025.087.0R3.csv,,,,,,,,1.26,1700.0,0.0,0.0,0.0,0.0
2025-03-28_054002,,,,,,,VPMI.2025.087.0R3.csv,,,,,,,,1.26,1700.0,0.0,0.0,0.0,0.0
2025-03-28_060002,,,,,,,VPMI.2025.087.0R3.csv,,,,,,,,1.26,1700.0,0.0,0.0,0.0,0.0
2025-03-28_062002,,,,,,,VPMI.2025.087.0R3.csv,,,,,,,,1.26,1700.0,0.0,0.0,0.0,0.0
2025-03-28_064002,,,,,,,VPMI.2025.087.0R3.csv,,,,,,,,1.26,1700.0,0.0,0.0,0.0,0.0
2025-03-28_070002,,,,,,,VPMI.2025.087.0R3.csv,,,,,,,,1.26,1700.0,0.0,0.0,0.0,0.0
2025-03-28_072002,,,,,,,VPMI.2025.087.0R3.csv,,,,,,,,1.26,1700.0,0.0,0.0,0.0,0.0
2025-03-28_074002,,,,,,,VPMI.2025.087.0R3.csv,,,,,,,,1.26,1700.0,0.0,0.0,0.0,0.0
2025-03-28_080002,,,,,,,VPMI.2025.087.0R3.csv,,,,,,,,1.26,1700.0,0.0,0.0,0.0,0.0
2025-03-28_082002,,,,,,,VPMI.2025.087.0R3.csv,,,,,,,,1.26,1700.0,0.0,0.0,0.0,0.0
2025-03-28_084002,,,,,,,VPMI.2025.087.0R3.csv,,,,,,,,1.26,1700.0,0.0,0.0,0.0,0.0
2025-03-28_090002,,,,,,,VPMI.2025.087.0R3.csv,,,,,,,,1.26,1700.0,0.0,0.0,0.0,0.0
2025-03-28_092002,,,,,,,VPMI.2025.087.0R3.csv,,,,,,,,1.26,1700.0,0.0,0.0,0.0,0.0
2025-03-28_094002,,,,,,,VPMI.2025.087.0R3.csv,,,,,,,,1.26,1700.0,0.0,0.0,0.0,0.0
2025-03-28_100002,,,,,,,VPMI.2025.087.0R3.csv,,,,,,,,1.26,1700.0,0.0,0.0,0.0,0.0
2025-03-28_102002,,,,,,,VPMI.2025.087.0R3.csv,,,,,,,,1.26,1700.0,0.0,0.0,0.0,0.0
2025-03-28_104002,,,,,,,VPMI.2025.087.0R3.csv,,,,,,,,1.26,1700.0,0.0,0.0,0.0,0.0
2025-03-28_110002,,,,,,,VPMI.2025.087.0R3.csv,,,,,,,,1.26,1700.0,0.0,0.0,0.0,0.0
2025-03-28_112002,,,,,,,VPMI.2025.087.0R3.csv,,,,,,,,1.26,1700.0,0.0,0.0,0.0,0.0
2025-03-28_114002,,,,,,,VPMI.2025.087.0R3.csv,,,,,,,,1.26,1700.0,0.0,0.0,0.0,0.0
2025-03-28_120002,,,,,,,VPMI.2025.087.0R3.csv,,,,,,,,1.26,1700.0,0.0,0.0,0.0,0.0
2025-03-28_122002,,,,,,,VPMI.2025.087.0R3.csv,,,,,,,,1.26,1700.0,0.0,0.0,0.0,0.0
2025-03-28_124002,,,,,,,VPMI.2025.087.0R3.csv,,,,,,,,1.26,1700.0,0.0,0.0,0.0,0.0
2025-03-28_130002,,,,,,,VPMI.2025.087.0R3.csv,,,,,,,,1.26,1700.0,0.0,0.0,0.0,0.0
2025-03-28_132002,,,,,,,VPMI.2025.087.0R3.csv,,,,,,,,1.26,1700.0,0.0,0.0,0.0,0.0
2025-03-28_134002,,,,,,,VPMI.2025.087.0R3.csv,,,,,,,,1.26,1700.0,0.0,0.0,0.0,0.0
2025-03-28_140002,,,,,,,VPMI.2025.087.0R3.csv,,,,,,,,1.26,1700.0,0.0,0.0,0.0,0.0
2025-03-28_142002,,,,,,,VPMI.2025.087.0R3.csv,,,,,,,,1.26,1700.0,0.0,0.0,0.0,0.0
2025-03-28_144002,,,,,,,VPMI.2025.087.0R3.csv,,,,,,,,1.26,1700.0,0.0,0.0,0.0,0.0
2025-03-28_150002,,,,,,,VPMI.2025.087.0R3.csv,,,,,,,,1.26,1700.0,0.0,0.0,0.0,0.0
2025-03-28_152002,,,,,,,VPMI.2025.087.0R3.csv,,,,,,,,1.26,1700.0,0.0,0.0,0.0,0.0
2025-03-28_154002,,,,,,,VPMI.2025.087.0R3.csv,,,,,,,,1.26,1700.0,0.0,0.0,0.0,0.0
2025-03-28_160002,,,,,,,VPMI.2025.087.0R3.csv,,,,,,,,1.26,1700.0,0.0,0.0,0.0,0.0
2025-03-28_162002,,,,,,,VPMI.2025.087.0R3.csv,,,,,,,,1.26,1700.0,0.0,0.0,0.0,0.0
2025-03-28_164002,,,,,,,VPMI.2025.087.0R3.csv,,,,,,,,1.26,1700.0,0.0,0.0,0.0,0.0
2025-03-28_170002,,,,,,,VPMI.2025.087.0R3.csv,,,,,,,,1.26,1700.0,0.0,0.0,0.0,0.0
2025-03-28_172002,,,,,,,VPMI.2025.087.0R3.csv,,,,,,,,1.26,1700.0,0.0,0.0,0.0,0.0
2025-03-28_174002,,,,,,,VPMI.2025.087.0R3.csv,,,,,,,,1.26,1700.0,0.0,0.0,0.0,0.0
2025-03-28_180002,,,,,,,VPMI.2025.087.0R3.csv,,,,,,,,1.26,1700.0,0.0,0.0,0.0,0.0
2025-03-28_182002,,,,,,,VPMI.2025.087.0R3.csv,,,,,,,,1.26,1700.0,0.0,0.0,0.0,0.0
2025-03-28_184002,,,,,,,VPMI.2025.087.0R3.csv,,,,,,,,1.26,1700.0,0.0,0.0,0.0,0.0
2025-03-28_190002,,,,,,,VPMI.2025.087.0R3.csv,,,,,,,,1.26,1700.0,0.0,0.0,0.0,0.0
2025-03-28_192002,,,,,,,VPMI.2025.087.0R3.csv,,,,,,,,1.26,1700.0,0.0,0.0,0.0,0.0
2025-03-28_194002,,,,,,,VPMI.2025.087.0R3.csv,,,,,,,,1.26,1700.0,0.0,0.0,0.0,0.0
2025-03-28_200002,,,,,,,VPMI.2025.087.0R3.csv,,,,,,,,1.26,1700.0,0.0,0.0,0.0,0.0
2025-03-28_202002,,,,,,,VPMI.2025.087.0R3.csv,,,,,,,,1.26,1700.0,0.0,0.0,0.0,0.0
2025-03-28_204002,,,,,,,VPMI.2025.087.0R3.csv,,,,,,,,1.26,1700.0,0.0,0.0,0.0,0.0
2025-03-28_210002,,,,,,,VPMI.2025.087.0R3.csv,,,,,,,,1.26,1700.0,0.0,0.0,0.0,0.0
2025-03-28_212002,,,,,,,VPMI.2025.087.0R3.csv,,,,,,,,1.26,1700.0,0.0,0.0,0.0,0.0
2025-03-28_214002,,,,,,,VPMI.2025.087.0R3.csv,,,,,,,,1.26,1700.0,0.0,0.0,0.0,0.0
2025-03-28_220002,,,,,,,VPMI.2025.087.0R3.csv,,,,,,,,1.26,1700.0,0.0,0.0,0.0,0.0
2025-03-28_222002,,,,,,,VPMI.2025.087.0R3.csv,,,,,,,,1.26,1700.0,0.0,0.0,0.0,0.0
2025-03-28_224002,,,,,,,VPMI.2025.087.0R3.csv,,,,,,,,1.26,1700.0,0.0,0.0,0.0,0.0
2025-03-28_230002,,,,,,,VPMI.2025.087.0R3.csv,,,,,,,,1.26,1700.0,0.0,0.0,0.0,0.0
2025-03-28_232002,,,,,,,VPMI.2025.087.0R3.csv,,,,,,,,1.26,1700.0,0.0,0.0,0.0,0.0
2025-03-28_234002,,,,,,,VPMI.2025.087.0R3.csv,,,,,,,,1.26,1700.0,0.0,0.0,0.0,0.0
2025-03-28_000125,,,,,,,VPMI.2025.087.0R5.csv,,,,11.5,0.0,13.1,3.618,,,,,,
2025-03-28_002010,,,,,,,VPMI.2025.087.0R5.csv,,,,11.5,0.0,13.0,3.618,,,,,,
2025-03-28_004010,,,,,,,VPMI.2025.087.0R5.csv,,,,11.5,0.0,13.0,3.617,,,,,,
2025-03-28_010010,,,,,,,VPMI.2025.087.0R5.csv,,,,11.4,0.0,13.0,3.618,,,,,,
2025-03-28_012010,,,,,,,VPMI.2025.087.0R5.csv,,,,11.3,0.0,13.0,3.618,,,,,,
2025-03-28_014010,,,,,,,VPMI.2025.087.0R5.csv,,,,11.3,0.0,13.0,3.619,,,,,,
2025-03-28_020010,,,,,,,VPMI.2025.087.0R5.csv,,,,11.2,0.0,13.0,3.619,,,,,,
2025-03-28_022010,,,,,,,VPMI.2025.087.0R5.csv,,,,10.9,0.0,13.0,3.618,,,,,,
2025-03-28_024010,,,,,,,VPMI.2025.087.0R5.csv,,,,11.1,0.0,12.9,3.618,,,,,,
2025-03-28_030010,,,,,,,VPMI.2025.087.0R5.csv,,,,11.2,0.0,12.9,3.617,,,,,,
2025-03-28_032010,,,,,,,VPMI.2025.087.0R5.csv,,,,11.2,0.0,12.9,3.619,,,,,,
2025-03-28_034010,,,,,,,VPMI.2025.087.0R5.csv,,,,10.8,0.0,12.9,3.619,,,,,,
2025-03-28_040010,,,,,,,VPMI.2025.087.0R5.csv,,,,10.1,0.0,12.9,3.618,,,,,,
2025-03-28_042010,,,,,,,VPMI.2025.087.0R5.csv,,,,9.3,0.0,12.9,3.618,,,,,,
2025-03-28_044010,,,,,,,VPMI.2025.087.0R5.csv,,,,9.9,0.0,12.9,3.617,,,,,,
2025-03-28_050010,,,,,,,VPMI.2025.087.0R5.csv,,,,10.2,0.0,12.8,3.618,,,,,,
2025-03-28_052010,,,,,,,VPMI.2025.087.0R5.csv,,,,10.6,0.0,12.9,3.619,,,,,,
2025-03-28_054010,,,,,,,VPMI.2025.087.0R5.csv,,,,10.6,0.0,12.9,3.618,,,,,,
2025-03-28_060010,,,,,,,VPMI.2025.087.0R5.csv,,,,10.0,0.0,12.8,3.617,,,,,,
2025-03-28_062010,,,,,,,VPMI.2025.087.0R5.csv,,,,9.4,0.0,12.8,3.618,,,,,,
2025-03-28_064010,,,,,,,VPMI.2025.087.0R5.csv,,,,9.2,0.0,12.8,3.619,,,,,,
2025-03-28_070010,,,,,,,VPMI.2025.087.0R5.csv,,,,8.7,0.0,12.8,3.618,,,,,,
2025-03-28_072010,,,,,,,VPMI.2025.087.0R5.csv,,,,9.6,0.0,12.8,3.618,,,,,,
2025-03-28_074010,,,,,,,VPMI.2025.087.0R5.csv,,,,9.5,0.0,12.8,3.617,,,,,,
2025-03-28_080010,,,,,,,VPMI.2025.087.0R5.csv,,,,8.7,0.0,12.8,3.618,,,,,,
2025-03-28_082009,,,,,,,VPMI.2025.087.0R5.csv,,,,8.9,0.0,12.8,3.618,,,,,,
2025-03-28_084009,,,,,,,VPMI.2025.087.0R5.csv,,,,8.8,0.0,12.8,3.618,,,,,,
2025-03-28_090009,,,,,,,VPMI.2025.087.0R5.csv,,,,8.8,0.0,12.8,3.618,,,,,,
2025-03-28_092009,,,,,,,VPMI.2025.087.0R5.csv,,,,9.2,0.0,12.7,3.619,,,,,,
2025-03-28_094009,,,,,,,VPMI.2025.087.0R5.csv,,,,9.6,0.0,12.7,3.617,,,,,,
2025-03-28_100009,,,,,,,VPMI.2025.087.0R5.csv,,,,9.4,0.0,12.7,3.619,,,,,,
2025-03-28_102009,,,,,,,VPMI.2025.087.0R5.csv,,,,9.6,0.0,12.7,3.617,,,,,,
2025-03-28_104009,,,,,,,VPMI.2025.087.0R5.csv,,,,9.4,0.0,12.7,3.618,,,,,,
2025-03-28_110009,,,,,,,VPMI.2025.087.0R5.csv,,,,9.1,0.0,12.7,3.618,,,,,,
2025-03-28_112009,,,,,,,VPMI.2025.087.0R5.csv,,,,8.9,0.0,12.7,3.617,,,,,,
2025-03-28_114009,,,,,,,VPMI.2025.087.0R5.csv,,,,9.4,0.0,12.7,3.618,,,,,,
2025-03-28_120009,,,,,,,VPMI.2025.087.0R5.csv,,,,9.5,0.0,12.7,3.618,,,,,,
2025-03-28_122009,,,,,,,VPMI.2025.087.0R5.csv,,,,10.0,0.0,12.7,3.617,,,,,,
2025-03-28_124009,,,,,,,VPMI.2025.087.0R5.csv,,,,10.5,0.0,12.7,3.618,,,,,,
2025-03-28_130009,,,,,,,VPMI.2025.087.0R5.csv,,,,11.1,0.0,12.9,3.618,,,,,,
2025-03-28_132009,,,,,,,VPMI.2025.087.0R5.csv,,,,11.1,0.0,13.0,3.618,,,,,,
2025-03-28_134009,,,,,,,VPMI.2025.087.0R5.csv,,,,11.5,0.0,13.3,3.618,,,,,,
2025-03-28_140009,,,,,,,VPMI.2025.087.0R5.csv,,,,14.3,0.0,13.6,3.618,,,,,,
2025-03-28_142009,,,,,,,VPMI.2025.087.0R5.csv,,,,14.8,0.0,13.6,3.618,,,,,,
2025-03-28_144009,,,,,,,VPMI.2025.087.0R5.csv,,,,17.1,0.0,13.7,3.618,,,,,,
2025-03-28_150009,,,,,,,VPMI.2025.087.0R5.csv,,,,20.0,0.0,13.9,3.618,,,,,,
2025-03-28_152009,,,,,,,VPMI.2025.087.0R5.csv,,,,17.4,0.0,13.7,3.619,,,,,,
2025-03-28_154009,,,,,,,VPMI.2025.087.0R5.csv,,,,17.7,0.0,13.9,3.618,,,,,,
2025-03-28_160009,,,,,,,VPMI.2025.087.0R5.csv,,,,22.6,0.0,14.1,3.618,,,,,,
2025-03-28_162009,,,,,,,VPMI.2025.087.0R5.csv,,,,25.7,0.0,14.5,3.619,,,,,,
2025-03-28_164009,,,,,,,VPMI.2025.087.0R5.csv,,,,21.0,0.0,14.7,3.619,,,,,,
2025-03-28_170009,,,,,,,VPMI.2025.087.0R5.csv,,,,20.4,0.0,14.7,3.618,,,,,,
2025-03-28_172009,,,,,,,VPMI.2025.087.0R5.csv,,,,25.2,0.0,14.7,3.619,,,,,,
2025-03-28_174009,,,,,,,VPMI.2025.087.0R5.csv,,,,24.6,0.0,14.7,3.619,,,,,,
2025-03-28_180009,,,,,,,VPMI.2025.087.0R5.csv,,,,27.4,0.0,14.7,3.618,,,,,,
2025-03-28_182009,,,,,,,VPMI.2025.087.0R5.csv,,,,24.3,0.0,14.7,3.619,,,,,,
2025-03-28_184009,,,,,,,VPMI.2025.087.0R5.csv,,,,21.6,0.0,14.7,3.619,,,,,,
2025-03-28_190009,,,,,,,VPMI.2025.087.0R5.csv,,,,19.3,0.0,14.7,3.618,,,,,,
2025-03-28_192009,,,,,,,VPMI.2025.087.0R5.csv,,,,18.8,0.0,14.7,3.618,,,,,,
2025-03-28_194009,,,,,,,VPMI.2025.087.0R5.csv,,,,16.2,0.0,14.7,3.619,,,,,,
2025-03-28_200009,,,,,,,VPMI.2025.087.0R5.csv,,,,15.9,0.0,14.7,3.618,,,,,,
2025-03-28_202009,,,,,,,VPMI.2025.087.0R5.csv,,,,16.6,0.0,13.8,3.618,,,,,,
2025-03-28_204009,,,,,,,VPMI.2025.087.0R5.csv,,,,16.0,0.0,13.8,3.618,,,,,,
2025-03-28_210009,,,,,,,VPMI.2025.087.0R5.csv,,,,16.6,0.0,13.7,3.618,,,,,,
2025-03-28_212009,,,,,,,VPMI.2025.087.0R5.csv,,,,18.4,0.0,13.8,3.619,,,,,,
2025-03-28_214009,,,,,,,VPMI.2025.087.0R5.csv,,,,21.6,0.0,13.8,3.618,,,,,,
2025-03-28_220009,,,,,,,VPMI.2025.087.0R5.csv,,,,24.5,0.0,13.8,3.618,,,,,,
2025-03-28_222009,,,,,,,VPMI.2025.087.0R5.csv,,,,18.0,0.0,13.8,3.619,,,,,,
2025-03-28_224009,,,,,,,VPMI.2025.087.0R5.csv,,,,14.8,0.0,13.8,3.619,,,,,,
2025-03-28_230009,,,,,,,VPMI.2025.087.0R5.csv,,,,13.9,0.0,13.2,3.618,,,,,,
2025-03-28_232009,,,,,,,VPMI.2025.087.0R5.csv,,,,13.5,0.0,13.1,3.618,,,,,,
2025-03-28_234009,,,,,,,VPMI.2025.087.0R5.csv,,,,12.8,0.0,13.1,3.619,,,,,,
2025-03-29_000007,19.0,55.0,77.0,1.5,2.0,2.2,VPMI.2025.088.0R1.csv,,,,,,,,,,,,,
2025-03-29_002007,48.0,67.0,90.0,1.9,2.6,3.5,VPMI.2025.088.0R1.csv,,,,,,,,,,,,,
2025-03-29_004007,22.0,39.0,74.0,1.7,3.2,3.7,VPMI.2025.088.0R1.csv,,,,,,,,,,,,,
2025-03-29_010007,87.0,121.0,149.0,1.1,1.6,2.1,VPMI.2025.088.0R1.csv,,,,,,,,,,,,,
2025-03-29_012007,20.0,31.0,48.0,4.1,5.2,7.3,VPMI.2025.088.0R1.csv,,,,,,,,,,,,,
2025-03-29_014007,29.0,12.0,355.0,2.5,3.1,3.9,VPMI.2025.088.0R1.csv,,,,,,,,,,,,,
2025-03-29_020007,15.0,61.0,91.0,1.4,2.2,3.3,VPMI.2025.088.0R1.csv,,,,,,,,,,,,,
2025-03-29_022007,145.0,66.0,345.0,0.4,0.8,1.8,VPMI.2025.088.0R1.csv,,,,,,,,,,,,,
2025-03-29_024007,27.0,37.0,51.0,2.6,4.9,6.5,VPMI.2025.088.0R1.csv,,,,,,,,,,,,,
2025-03-29_030007,21.0,31.0,98.0,1.0,5.7,7.0,VPMI.2025.088.0R1.csv,,,,,,,,,,,,,
2025-03-29_032007,9.0,22.0,44.0,2.0,3.6,4.7,VPMI.2025.088.0R1.csv,,,,,,,,,,,,,
2025-03-29_034007,16.0,30.0,39.0,4.9,5.3,6.4,VPMI.2025.088.0R1.csv,,,,,,,,,,,,,
2025-03-29_040007,19.0,40.0,79.0,1.3,2.3,3.5,VPMI.2025.088.0R1.csv,,,,,,,,,,,,,
2025-03-29_042007,63.0,32.0,352.0,0.6,2.2,3.3,VPMI.2025.088.0R1.csv,,,,,,,,,,,,,
2025-03-29_044007,35.0,53.0,111.0,1.2,1.6,1.8,VPMI.2025.088.0R1.csv,,,,,,,,,,,,,
2025-03-29_050007,25.0,38.0,92.0,3.4,6.0,6.8,VPMI.2025.088.0R1.csv,,,,,,,,,,,,,
2025-03-29_052007,104.0,176.0,271.0,1.7,2.5,3.2,VPMI.2025.088.0R1.csv,,,,,,,,,,,,,
2025-03-29_054007,19.0,39.0,77.0,3.8,5.3,7.3,VPMI.2025.088.0R1.csv,,,,,,,,,,,,,
2025-03-29_060007,29.0,39.0,73.0,3.3,4.5,6.2,VPMI.2025.088.0R1.csv,,,,,,,,,,,,,
2025-03-29_062007,121.0,25.0,307.0,0.4,1.0,1.9,VPMI.2025.088.0R1.csv,,,,,,,,,,,,,
2025-03-29_064007,91.0,111.0,127.0,1.7,2.3,3.1,VPMI.2025.088.0R1.csv,,,,,,,,,,,,,
2025-03-29_070007,114.0,42.0,327.0,1.0,2.4,3.9,VPMI.2025.088.0R1.csv,,,,,,,,,,,,,
2025-03-29_072007,9.0,101.0,153.0,1.0,2.1,3.9,VPMI.2025.088.0R1.csv,,,,,,,,,,,,,
2025-03-29_074007,106.0,3.0,301.0,1.0,3.0,4.7,VPMI.2025.088.0R1.csv,,,,,,,,,,,,,
2025-03-29_080007,16.0,25.0,53.0,3.9,4.4,5.0,VPMI.2025.088.0R1.csv,,,,,,,,,,,,,
2025-03-29_082007,18.0,56.0,76.0,2.7,3.4,4.2,VPMI.2025.088.0R1.csv,,,,,,,,,,,,,
2025-03-29_084007,23.0,55.0,83.0,1.3,1.9,2.5,VPMI.2025.088.0R1.csv,,,,,,,,,,,,,
2025-03-29_090007,94.0,49.0,348.0,0.6,1.2,2.4,VPMI.2025.088.0R1.csv,,,,,,,,,,,,,
2025-03-29_092007,10.0,32.0,101.0,0.2,0.5,1.4,VPMI.2025.088.0R1.csv,,,,,,,,,,,,,
2025-03-29_094007,26.0,114.0,150.0,0.9,1.4,1.8,VPMI.2025.088.0R1.csv,,,,,,,,,,,,,
2025-03-29_100007,16.0,62.0,116.0,1.6,3.6,5.4,VPMI.2025.088.0R1.csv,,,,,,,,,,,,,
2025-03-29_102007,158.0,111.0,348.0,0.7,1.7,2.3,VPMI.2025.088.0R1.csv,,,,,,,,,,,,,
2025-03-29_104007,61.0,76.0,98.0,2.3,3.1,4.0,VPMI.2025.088.0R1.csv,,,,,,,,,,,,,
2025-03-29_110007,10.0,66.0,94.0,0.6,0.9,1.1,VPMI.2025.088.0R1.csv,,,,,,,,,,,,,
2025-03-29_112007,6.0,40.0,76.0,1.5,3.7,5.0,VPMI.2025.088.0R1.csv,,,,,,,,,,,,,
2025-03-29_114006,5.0,37.0,64.0,2.0,3.0,3.8,VPMI.2025.088.0R1.csv,,,,,,,,,,,,,
2025-03-29_120006,39.0,48.0,55.0,2.9,4.8,7.2,VPMI.2025.088.0R1.csv,,,,,,,,,,,,,
2025-03-29_122006,43.0,69.0,93.0,1.6,4.2,7.8,VPMI.2025.088.0R1.csv,,,,,,,,,,,,,
2025-03-29_124006,10.0,46.0,86.0,3.1,4.4,4.8,VPMI.2025.088.0R1.csv,,,,,,,,,,,,,
2025-03-29_130006,8.0,18.0,42.0,4.3,5.8,6.8,VPMI.2025.088.0R1.csv,,,,,,,,,,,,,
2025-03-29_132006,24.0,59.0,96.0,1.1,3.1,5.0,VPMI.2025.088.0R1.csv,,,,,,,,,,,,,
2025-03-29_134006,13.0,76.0,132.0,1.2,1.7,2.4,VPMI.2025.088.0R1.csv,,,,,,,,,,,,,
2025-03-29_140006,55.0,105.0,140.0,1.4,1.7,2.1,VPMI.2025.088.0R1.csv,,,,,,,,,,,,,
2025-03-29_142006,38.0,58.0,91.0,2.3,2.7,3.0,VPMI.2025.088.0R1.csv,,,,,,,,,,,,,
2025-03-29_144006,92.0,32.0,347.0,1.6,3.3,5.0,VPMI.2025.088.0R1.csv,,,,,,,,,,,,,
2025-03-29_150006,15.0,35.0,149.0,1.6,4.5,5.1,VPMI.2025.088.0R1.csv,,,,,,,,,,,,,
2025-03-29_152006,7.0,41.0,71.0,1.4,2.8,3.6,VPMI.2025.088.0R1.csv,,,,,,,,,,,,,
2025-03-29_154006,14.0,39.0,106.0,1.1,2.3,3.2,VPMI.2025.088.0R1.csv,,,,,,,,,,,,,
2025-03-29_160006,26.0,15.0,0.0,3.3,3.9,4.5,VPMI.2025.088.0R1.csv,,,,,,,,,,,,,
2025-03-29_162006,215.0,238.0,268.0,0.5,0.9,1.8,VPMI.2025.088.0R1.csv,,,,,,,,,,,,,
2025-03-29_164006,209.0,215.0,218.0,0.5,0.6,0.7,VPMI.2025.088.0R1.csv,,,,,,,,,,,,,
2025-03-29_170006,132.0,166.0,183.0,0.3,0.6,0.8,VPMI.2025.088.0R1.csv,,,,,,,,,,,,,
2025-03-29_172006,237.0,247.0,306.0,1.2,1.6,1.7,VPMI.2025.088.0R1.csv,,,,,,,,,,,,,
2025-03-29_174006,144.0,209.0,242.0,0.3,0.5,0.7,VPMI.2025.088.0R1.csv,,,,,,,,,,,,,
2025-03-29_180006,19.0,104.0,108.0,0.2,0.3,0.4,VPMI.2025.088.0R1.csv,,,,,,,,,,,,,
2025-03-29_182006,150.0,192.0,219.0,0.3,0.3,0.7,VPMI.2025.088.0R1.csv,,,,,,,,,,,,,
2025-03-29_184006,215.0,221.0,232.0,0.6,0.6,0.7,VPMI.2025.088.0R1.csv,,,,,,,,,,,,,
2025-03-29_190006,68.0,153.0,178.0,0.4,0.5,0.7,VPMI.2025.088.0R1.csv,,,,,,,,,,,,,
2025-03-29_192006,254.0,313.0,353.0,0.2,0.3,0.4,VPMI.2025.088.0R1.csv,,,,,,,,,,,,,
2025-03-29_194006,36.0,6.0,310.0,0.2,0.8,1.6,VPMI.2025.088.0R1.csv,,,,,,,,,,,,,
2025-03-29_200006,328.0,338.0,344.0,1.0,1.2,1.3,VPMI.2025.088.0R1.csv,,,,,,,,,,,,,
2025-03-29_202006,0.0,17.0,40.0,1.0,1.4,1.7,VPMI.2025.088.0R1.csv,,,,,,,,,,,,,
2025-03-29_204006,93.0,107.0,125.0,0.8,1.0,1.4,VPMI.2025.088.0R1.csv,,,,,,,,,,,,,
2025-03-29_210006,124.0,221.0,282.0,0.2,0.3,0.6,VPMI.2025.088.0R1.csv,,,,,,,,,,,,,
2025-03-29_212006,65.0,127.0,155.0,0.4,0.8,0.9,VPMI.2025.088.0R1.csv,,,,,,,,,,,,,
2025-03-29_214006,303.0,318.0,344.0,0.2,0.5,0.7,VPMI.2025.088.0R1.csv,,,,,,,,,,,,,
2025-03-29_220006,19.0,30.0,60.0,0.5,0.9,1.1,VPMI.2025.088.0R1.csv,,,,,,,,,,,,,
2025-03-29_222006,186.0,232.0,357.0,0.6,1.3,1.7,VPMI.2025.088.0R1.csv,,,,,,,,,,,,,
2025-03-29_224006,261.0,284.0,298.0,0.7,0.8,0.9,VPMI.2025.088.0R1.csv,,,,,,,,,,,,,
2025-03-29_230006,105.0,117.0,138.0,1.2,1.4,2.0,VPMI.2025.088.0R1.csv,,,,,,,,,,,,,
2025-03-29_234006,204.0,167.0,353.0,0.0,0.2,0.8,VPMI.2025.088.0R1.csv,,,,,,,,,,,,,
2025-03-29_000006,,,,,,,VPMI.2025.088.0R2.csv,10.4,60.4,801.9,,,,,,,,,,
2025-03-29_002006,,,,,,,VPMI.2025.088.0R2.csv,10.2,60.2,801.1,,,,,,,,,,
2025-03-29_004006,,,,,,,VPMI.2025.088.0R2.csv,10.1,60.0,800.1,,,,,,,,,,
2025-03-29_010006,,,,,,,VPMI.2025.088.0R2.csv,10.0,60.0,800.1,,,,,,,,,,
2025-03-29_012006,,,,,,,VPMI.2025.088.0R2.csv,10.0,60.0,799.8,,,,,,,,,,
2025-03-29_014006,,,,,,,VPMI.2025.088.0R2.csv,9.7,59.7,798.5,,,,,,,,,,
2025-03-29_020006,,,,,,,VPMI.2025.088.0R2.csv,9.6,59.5,797.6,,,,,,,,,,
2025-03-29_022006,,,,,,,VPMI.2025.088.0R2.csv,9.4,59.3,796.7,,,,,,,,,,
2025-03-29_024006,,,,,,,VPMI.2025.088.0R2.csv,9.5,59.4,797.2,,,,,,,,,,
2025-03-29_030006,,,,,,,VPMI.2025.088.0R2.csv,9.4,59.4,796.9,,,,,,,,,,
2025-03-29_032006,,,,,,,VPMI.2025.088.0R2.csv,9.4,59.4,796.9,,,,,,,,,,
2025-03-29_034006,,,,,,,VPMI.2025.088.0R2.csv,9.5,59.5,797.2,,,,,,,,,,
2025-03-29_040006,,,,,,,VPMI.2025.088.0R2.csv,9.3,59.3,796.7,,,,,,,,,,
2025-03-29_042006,,,,,,,VPMI.2025.088.0R2.csv,9.3,59.3,796.3,,,,,,,,,,
2025-03-29_044006,,,,,,,VPMI.2025.088.0R2.csv,9.3,59.2,796.0,,,,,,,,,,
2025-03-29_050006,,,,,,,VPMI.2025.088.0R2.csv,9.6,59.6,797.9,,,,,,,,,,
2025-03-29_052006,,,,,,,VPMI.2025.088.0R2.csv,9.7,59.6,798.2,,,,,,,,,,
2025-03-29_054006,,,,,,,VPMI.2025.088.0R2.csv,9.8,59.7,798.5,,,,,,,,,,
2025-03-29_060006,,,,,,,VPMI.2025.088.0R2.csv,9.5,59.4,797.2,,,,,,,,,,
2025-03-29_062006,,,,,,,VPMI.2025.088.0R2.csv,9.5,59.4,797.2,,,,,,,,,,
2025-03-29_064006,,,,,,,VPMI.2025.088.0R2.csv,9.4,59.4,796.9,,,,,,,,,,
2025-03-29_070006,,,,,,,VPMI.2025.088.0R2.csv,9.4,59.4,797.2,,,,,,,,,,
2025-03-29_072006,,,,,,,VPMI.2025.088.0R2.csv,9.4,59.4,796.9,,,,,,,,,,
