Datetime,Dn,Dm,Dx,Sn,Sm,Sx,source_file,Ta,Ua,Pa,Th,Vh,Vs,Vr,Rc,Rd,Ri,Hc,Hd,Hi
2025-11-26_230011,,,,,,,VPMI.2025.330.0R2.csv,9.1,0.0,747.9,,,,,,,,,,
2025-11-26_232011,,,,,,,VPMI.2025.330.0R2.csv,9.1,0.0,747.7,,,,,,,,,,
2025-11-26_234011,,,,,,,VPMI.2025.330.0R2.csv,9.5,0.0,748.0,,,,,,,,,,
2025-11-26_000038,,,,,,,VPMI.2025.330.0R3.csv,,,,3.12,1240.0,0.0,0.0,0.0,0.0,,,,
2025-11-26_002038,,,,,,,VPMI.2025.330.0R3.csv,,,,3.12,1240.0,0.0,0.0,0.0,0.0,,,,
2025-11-26_004038,,,,,,,VPMI.2025.330.0R3.csv,,,,3.12,1240.0,0.0,0.0,0.0,0.0,,,,
2025-11-26_010038,,,,,,,VPMI.2025.330.0R3.csv,,,,3.12,1240.0,0.0,0.0,0.0,0.0,,,,
2025-11-26_012038,,,,,,,VPMI.2025.330.0R3.csv,,,,3.12,1240.0,0.0,0.0,0.0,0.0,,,,
2025-11-26_014038,,,,,,,VPMI.2025.330.0R3.csv,,,,3.12,1240.0,0.0,0.0,0.0,0.0,,,,
2025-11-26_020038,,,,,,,VPMI.2025.330.0R3.csv,,,,3.12,1240.0,0.0,0.0,0.0,0.0,,,,
2025-11-26_022038,,,,,,,VPMI.2025.330.0R3.csv,,,,3.12,1240.0,0.0,0.0,0.0,0.0,,,,
2025-11-26_024038,,,,,,,VPMI.2025.330.0R3.csv,,,,3.12,1240.0,0.0,0.0,0.0,0.0,,,,
2025-11-26_030038,,,,,,,VPMI.2025.330.0R3.csv,,,,3.12,1240.0,0.0,0.0,0.0,0.0,,,,
2025-11-26_032038,,,,,,,VPMI.2025.330.0R3.csv,,,,3.12,1240.0,0.0,0.0,0.0,0.0,,,,
2025-11-26_034038,,,,,,,VPMI.2025.330.0R3.csv,,,,3.2,1250.0,0.0,0.0,0.0,0.0,,,,
2025-11-26_040038,,,,,,,VPMI.2025.330.0R3.csv,,,,3.2,1250.0,0.0,0.0,0.0,0.0,,,,
2025-11-26_042038,,,,,,,VPMI.2025.330.0R3.csv,,,,3.2,1250.0,0.0,0.0,0.0,0.0,,,,
2025-11-26_044038,,,,,,,VPMI.2025.330.0R3.csv,,,,3.2,1250.0,0.0,0.0,0.0,0.0,,,,
2025-11-26_050038,,,,,,,VPMI.2025.330.0R3.csv,,,,3.2,1250.0,0.0,0.0,0.0,0.0,,,,
2025-11-26_052038,,,,,,,VPMI.2025.330.0R3.csv,,,,3.2,1250.0,0.0,0.0,0.0,0.0,,,,
2025-11-26_054038,,,,,,,VPMI.2025.330.0R3.csv,,,,3.24,1280.0,0.0,0.0,0.0,0.0,,,,
2025-11-26_060038,,,,,,,VPMI.2025.330.0R3.csv,,,,3.24,1290.0,0.0,0.0,0.0,0.0,,,,
2025-11-26_062038,,,,,,,VPMI.2025.330.0R3.csv,,,,3.24,1290.0,0.0,0.0,0.0,0.0,,,,
2025-11-26_064038,,,,,,,VPMI.2025.330.0R3.csv,,,,3.24,1290.0,0.0,0.0,0.0,0.0,,,,
2025-11-26_070038,,,,,,,VPMI.2025.330.0R3.csv,,,,3.24,1320.0,0.1,0.0,0.0,0.0,,,,
2025-11-26_072038,,,,,,,VPMI.2025.330.0R3.csv,,,,3.32,1460.0,0.0,0.0,0.0,0.0,,,,
2025-11-26_074038,,,,,,,VPMI.2025.330.0R3.csv,,,,3.32,1460.0,0.0,0.0,0.0,0.0,,,,
2025-11-26_080037,,,,,,,VPMI.2025.330.0R3.csv,,,,3.35,1520.0,0.0,0.0,0.0,0.0,,,,
2025-11-26_082037,,,,,,,VPMI.2025.330.0R3.csv,,,,3.37,1530.0,0.0,0.0,0.0,0.0,,,,
2025-11-26_084037,,,,,,,VPMI.2025.330.0R3.csv,,,,3.37,1530.0,0.0,0.0,0.0,0.0,,,,
2025-11-26_090037,,,,,,,VPMI.2025.330.0R3.csv,,,,3.48,1690.0,0.5,0.0,0.0,0.0,,,,
2025-11-26_092037,,,,,,,VPMI.2025.330.0R3.csv,,,,3.56,1810.0,0.0,0.0,0.0,0.0,,,,
2025-11-26_094037,,,,,,,VPMI.2025.330.0R3.csv,,,,3.6,1820.0,0.0,0.0,0.0,0.0,,,,
2025-11-26_100037,,,,,,,VPMI.2025.330.0R3.csv,,,,3.6,1820.0,0.0,0.0,0.0,0.0,,,,
2025-11-26_102037,,,,,,,VPMI.2025.330.0R3.csv,,,,3.86,2030.0,3.5,0.0,0.0,0.0,,,,
2025-11-26_104037,,,,,,,VPMI.2025.330.0R3.csv,,,,4.15,2210.0,0.0,0.0,0.0,0.0,,,,
2025-11-26_110037,,,,,,,VPMI.2025.330.0R3.csv,,,,4.18,2230.0,0.0,0.0,0.0,0.0,,,,
2025-11-26_112037,,,,,,,VPMI.2025.330.0R3.csv,,,,4.29,2320.0,0.0,0.0,0.0,0.0,,,,
2025-11-26_114037,,,,,,,VPMI.2025.330.0R3.csv,,,,4.33,2370.0,0.0,0.0,0.0,0.0,,,,
2025-11-26_120037,,,,,,,VPMI.2025.330.0R3.csv,,,,4.81,3010.0,1.2,0.0,0.0,0.0,,,,
2025-11-26_122037,,,,,,,VPMI.2025.330.0R3.csv,,,,5.16,3330.0,0.0,0.0,0.0,0.0,,,,
2025-11-26_124037,,,,,,,VPMI.2025.330.0R3.csv,,,,5.18,3400.0,0.0,0.0,0.0,0.0,,,,
2025-11-26_130037,,,,,,,VPMI.2025.330.0R3.csv,,,,5.3,3660.0,0.0,0.0,0.0,0.0,,,,
2025-11-26_132037,,,,,,,VPMI.2025.330.0R3.csv,,,,5.31,3670.0,0.0,0.0,0.0,0.0,,,,
2025-11-26_134037,,,,,,,VPMI.2025.330.0R3.csv,,,,5.58,4030.0,0.0,0.0,0.0,0.0,,,,
2025-11-26_140037,,,,,,,VPMI.2025.330.0R3.csv,,,,5.67,4090.0,0.0,0.0,0.0,0.0,,,,
2025-11-26_142037,,,,,,,VPMI.2025.330.0R3.csv,,,,5.75,4240.0,0.0,0.0,0.0,0.0,,,,
2025-11-26_144037,,,,,,,VPMI.2025.330.0R3.csv,,,,5.78,4250.0,0.0,0.0,0.0,0.0,,,,
2025-11-26_150037,,,,,,,VPMI.2025.330.0R3.csv,,,,5.78,4250.0,0.0,0.0,0.0,0.0,,,,
2025-11-26_152037,,,,,,,VPMI.2025.330.0R3.csv,,,,5.99,4410.0,5.5,0.0,0.0,0.0,,,,
2025-11-26_154037,,,,,,,VPMI.2025.330.0R3.csv,,,,6.17,4690.0,0.0,0.0,0.0,0.0,,,,
2025-11-26_160037,,,,,,,VPMI.2025.330.0R3.csv,,,,6.31,4840.0,2.5,0.0,0.0,0.0,,,,
2025-11-26_162037,,,,,,,VPMI.2025.330.0R3.csv,,,,6.63,5100.0,5.0,0.0,0.0,0.0,,,,
2025-11-26_164037,,,,,,,VPMI.2025.330.0R3.csv,,,,6.95,5400.0,0.0,0.0,0.0,0.0,,,,
2025-11-26_170037,,,,,,,VPMI.2025.330.0R3.csv,,,,6.97,5440.0,0.0,0.0,0.0,0.0,,,,
2025-11-26_172037,,,,,,,VPMI.2025.330.0R3.csv,,,,6.97,5440.0,0.0,0.0,0.0,0.0,,,,
2025-11-26_174037,,,,,,,VPMI.2025.330.0R3.csv,,,,7.04,5500.0,0.0,0.0,0.0,0.0,,,,
2025-11-26_180037,,,,,,,VPMI.2025.330.0R3.csv,,,,7.16,5660.0,0.1,0.0,0.0,0.0,,,,
2025-11-26_182037,,,,,,,VPMI.2025.330.0R3.csv,,,,7.6,6200.0,0.0,0.0,0.0,0.0,,,,
2025-11-26_184037,,,,,,,VPMI.2025.330.0R3.csv,,,,7.66,6310.0,0.0,0.0,0.0,0.0,,,,
2025-11-26_190037,,,,,,,VPMI.2025.330.0R3.csv,,,,7.67,6330.0,0.0,0.0,0.0,0.0,,,,
2025-11-26_192037,,,,,,,VPMI.2025.330.0R3.csv,,,,8.41,7060.0,0.4,0.0,0.0,0.0,,,,
2025-11-26_194037,,,,,,,VPMI.2025.330.0R3.csv,,,,9.27,7780.0,0.0,0.0,0.0,0.0,,,,
2025-11-26_200037,,,,,,,VPMI.2025.330.0R3.csv,,,,10.35,8480.0,7.7,0.0,0.0,0.0,,,,
2025-11-26_202037,,,,,,,VPMI.2025.330.0R3.csv,,,,13.88,9620.0,0.4,0.0,0.0,0.0,,,,
2025-11-26_204037,,,,,,,VPMI.2025.330.0R3.csv,,,,13.98,9790.0,0.0,0.0,0.0,0.0,,,,
2025-11-26_210037,,,,,,,VPMI.2025.330.0R3.csv,,,,13.98,9800.0,0.0,0.0,0.0,0.0,,,,
2025-11-26_212037,,,,,,,VPMI.2025.330.0R3.csv,,,,13.99,9840.0,0.1,0.0,0.0,0.0,,,,
2025-11-26_214037,,,,,,,VPMI.2025.330.0R3.csv,,,,14.18,10150.0,0.6,0.0,0.0,0.0,,,,
2025-11-26_220037,,,,,,,VPMI.2025.330.0R3.csv,,,,14.36,10270.0,0.0,0.0,0.0,0.0,,,,
2025-11-26_222037,,,,,,,VPMI.2025.330.0R3.csv,,,,14.39,10290.0,0.0,0.0,0.0,0.0,,,,
2025-11-26_224037,,,,,,,VPMI.2025.330.0R3.csv,,,,14.39,10290.0,0.0,0.0,0.0,0.0,,,,
2025-11-26_230037,,,,,,,VPMI.2025.330.0R3.csv,,,,14.39,10290.0,0.0,0.0,0.0,0.0,,,,
2025-11-26_232037,,,,,,,VPMI.2025.330.0R3.csv,,,,14.39,10290.0,0.0,0.0,0.0,0.0,,,,
2025-11-26_234037,,,,,,,VPMI.2025.330.0R3.csv,,,,14.39,10290.0,0.0,0.0,0.0,0.0,,,,
2025-11-26_000008,,,,,,,VPMI.2025.330.0R5.csv,,,,,,,,,,12.5,0.0,12.5,3.618
2025-11-26_002008,,,,,,,VPMI.2025.330.0R5.csv,,,,,,,,,,12.4,0.0,12.5,3.618
2025-11-26_004008,,,,,,,VPMI.2025.330.0R5.csv,,,,,,,,,,12.4,0.0,12.5,3.617
2025-11-26_010008,,,,,,,VPMI.2025.330.0R5.csv,,,,,,,,,,12.4,0.0,12.4,3.618
2025-11-26_012007,,,,,,,VPMI.2025.330.0R5.csv,,,,,,,,,,12.0,0.0,12.4,3.618
2025-11-26_014008,,,,,,,VPMI.2025.330.0R5.csv,,,,,,,,,,12.3,0.0,12.4,3.617
2025-11-26_020008,,,,,,,VPMI.2025.330.0R5.csv,,,,,,,,,,12.4,0.0,12.4,3.618
2025-11-26_022008,,,,,,,VPMI.2025.330.0R5.csv,,,,,,,,,,12.3,0.0,12.4,3.618
2025-11-26_024007,,,,,,,VPMI.2025.330.0R5.csv,,,,,,,,,,12.3,0.0,12.4,3.618
2025-11-26_030008,,,,,,,VPMI.2025.330.0R5.csv,,,,,,,,,,12.5,0.0,12.4,3.617
2025-11-26_032008,,,,,,,VPMI.2025.330.0R5.csv,,,,,,,,,,12.6,0.0,12.4,3.618
2025-11-26_034007,,,,,,,VPMI.2025.330.0R5.csv,,,,,,,,,,12.6,0.0,12.4,3.618
2025-11-26_040007,,,,,,,VPMI.2025.330.0R5.csv,,,,,,,,,,12.5,0.0,12.4,3.618
2025-11-26_042008,,,,,,,VPMI.2025.330.0R5.csv,,,,,,,,,,12.3,0.0,12.4,3.618
2025-11-26_044008,,,,,,,VPMI.2025.330.0R5.csv,,,,,,,,,,12.3,0.0,12.4,3.617
2025-11-26_050007,,,,,,,VPMI.2025.330.0R5.csv,,,,,,,,,,12.3,0.0,12.3,3.617
2025-11-26_052007,,,,,,,VPMI.2025.330.0R5.csv,,,,,,,,,,12.5,0.0,12.3,3.618
2025-11-26_054008,,,,,,,VPMI.2025.330.0R5.csv,,,,,,,,,,12.5,0.0,12.3,3.618
2025-11-26_060008,,,,,,,VPMI.2025.330.0R5.csv,,,,,,,,,,12.5,0.0,12.3,3.618
2025-11-26_062008,,,,,,,VPMI.2025.330.0R5.csv,,,,,,,,,,12.2,0.0,12.3,3.618
2025-11-26_064008,,,,,,,VPMI.2025.330.0R5.csv,,,,,,,,,,12.2,0.0,12.3,3.618
2025-11-26_070007,,,,,,,VPMI.2025.330.0R5.csv,,,,,,,,,,12.4,0.0,12.3,3.617
2025-11-26_072008,,,,,,,VPMI.2025.330.0R5.csv,,,,,,,,,,12.6,0.0,12.3,3.618
2025-11-26_074008,,,,,,,VPMI.2025.330.0R5.csv,,,,,,,,,,12.2,0.0,12.3,3.618
2025-11-26_080008,,,,,,,VPMI.2025.330.0R5.csv,,,,,,,,,,11.8,0.0,12.3,3.617
2025-11-26_082008,,,,,,,VPMI.2025.330.0R5.csv,,,,,,,,,,12.0,0.0,12.3,3.618
2025-11-26_084008,,,,,,,VPMI.2025.330.0R5.csv,,,,,,,,,,12.4,0.0,12.3,3.617
2025-11-26_090008,,,,,,,VPMI.2025.330.0R5.csv,,,,,,,,,,12.3,0.0,12.3,3.618
2025-11-26_092007,,,,,,,VPMI.2025.330.0R5.csv,,,,,,,,,,12.3,0.0,12.2,3.618
2025-11-26_094007,,,,,,,VPMI.2025.330.0R5.csv,,,,,,,,,,12.3,0.0,12.2,3.617
2025-11-26_100007,,,,,,,VPMI.2025.330.0R5.csv,,,,,,,,,,12.3,0.0,12.2,3.618
2025-11-26_102007,,,,,,,VPMI.2025.330.0R5.csv,,,,,,,,,,12.4,0.0,12.2,3.618
2025-11-26_104008,,,,,,,VPMI.2025.330.0R5.csv,,,,,,,,,,12.4,0.0,12.2,3.617
2025-11-26_110007,,,,,,,VPMI.2025.330.0R5.csv,,,,,,,,,,12.4,0.0,12.2,3.618
2025-11-26_112008,,,,,,,VPMI.2025.330.0R5.csv,,,,,,,,,,12.3,0.0,12.2,3.617
2025-11-26_114008,,,,,,,VPMI.2025.330.0R5.csv,,,,,,,,,,12.3,0.0,12.2,3.618
2025-11-26_120008,,,,,,,VPMI.2025.330.0R5.csv,,,,,,,,,,12.4,0.0,12.2,3.617
2025-11-26_122008,,,,,,,VPMI.2025.330.0R5.csv,,,,,,,,,,12.1,0.0,12.2,3.617
2025-11-26_124007,,,,,,,VPMI.2025.330.0R5.csv,,,,,,,,,,12.4,0.0,12.2,3.617
2025-11-26_130008,,,,,,,VPMI.2025.330.0R5.csv,,,,,,,,,,12.4,0.0,12.2,3.618
2025-11-26_132008,,,,,,,VPMI.2025.330.0R5.csv,,,,,,,,,,12.3,0.0,12.2,3.617
2025-11-26_134008,,,,,,,VPMI.2025.330.0R5.csv,,,,,,,,,,13.1,0.0,12.2,3.618
2025-11-26_140008,,,,,,,VPMI.2025.330.0R5.csv,,,,,,,,,,13.3,0.0,12.4,3.618
2025-11-26_142008,,,,,,,VPMI.2025.330.0R5.csv,,,,,,,,,,13.5,0.0,12.3,3.619
2025-11-26_144008,,,,,,,VPMI.2025.330.0R5.csv,,,,,,,,,,13.8,0.0,12.7,3.618
2025-11-26_150008,,,,,,,VPMI.2025.330.0R5.csv,,,,,,,,,,14.0,0.0,12.6,3.618
2025-11-26_152008,,,,,,,VPMI.2025.330.0R5.csv,,,,,,,,,,14.4,0.0,12.7,3.618
2025-11-26_154008,,,,,,,VPMI.2025.330.0R5.csv,,,,,,,,,,13.5,0.0,12.6,3.618
2025-11-26_160008,,,,,,,VPMI.2025.330.0R5.csv,,,,,,,,,,14.5,0.0,12.8,3.618
2025-11-26_162007,,,,,,,VPMI.2025.330.0R5.csv,,,,,,,,,,15.0,0.0,12.8,3.618
2025-11-26_164008,,,,,,,VPMI.2025.330.0R5.csv,,,,,,,,,,13.7,0.0,12.7,3.618
2025-11-26_170007,,,,,,,VPMI.2025.330.0R5.csv,,,,,,,,,,17.1,0.0,12.9,3.617
2025-11-26_172007,,,,,,,VPMI.2025.330.0R5.csv,,,,,,,,,,16.5,0.0,13.0,3.617
2025-11-26_174007,,,,,,,VPMI.2025.330.0R5.csv,,,,,,,,,,16.5,0.0,13.0,3.617
2025-11-26_180008,,,,,,,VPMI.2025.330.0R5.csv,,,,,,,,,,15.4,0.0,12.9,3.619
2025-11-26_182007,,,,,,,VPMI.2025.330.0R5.csv,,,,,,,,,,15.2,0.0,13.0,3.617
2025-11-26_184008,,,,,,,VPMI.2025.330.0R5.csv,,,,,,,,,,15.3,0.0,12.9,3.617
2025-11-26_190008,,,,,,,VPMI.2025.330.0R5.csv,,,,,,,,,,14.8,0.0,12.9,3.618
2025-11-26_192007,,,,,,,VPMI.2025.330.0R5.csv,,,,,,,,,,15.3,0.0,13.0,3.618
2025-11-26_194007,,,,,,,VPMI.2025.330.0R5.csv,,,,,,,,,,15.0,0.0,13.0,3.618
2025-11-26_200007,,,,,,,VPMI.2025.330.0R5.csv,,,,,,,,,,14.3,0.0,13.0,3.617
2025-11-26_202008,,,,,,,VPMI.2025.330.0R5.csv,,,,,,,,,,13.3,0.0,13.1,3.618
2025-11-26_204007,,,,,,,VPMI.2025.330.0R5.csv,,,,,,,,,,13.2,0.0,12.8,3.618
2025-11-26_210007,,,,,,,VPMI.2025.330.0R5.csv,,,,,,,,,,12.8,0.0,12.7,3.618
2025-11-26_212008,,,,,,,VPMI.2025.330.0R5.csv,,,,,,,,,,12.9,0.0,12.6,3.618
2025-11-26_214008,,,,,,,VPMI.2025.330.0R5.csv,,,,,,,,,,12.6,0.0,12.6,3.618
2025-11-26_220007,,,,,,,VPMI.2025.330.0R5.csv,,,,,,,,,,13.4,0.0,12.8,3.618
2025-11-26_222007,,,,,,,VPMI.2025.330.0R5.csv,,,,,,,,,,13.1,0.0,12.5,3.618
2025-11-26_224008,,,,,,,VPMI.2025.330.0R5.csv,,,,,,,,,,12.8,0.0,12.5,3.618
2025-11-26_230007,,,,,,,VPMI.2025.330.0R5.csv,,,,,,,,,,12.4,0.0,12.5,3.618
2025-11-26_232007,,,,,,,VPMI.2025.330.0R5.csv,,,,,,,,,,12.3,0.0,12.4,3.617
2025-11-26_234008,,,,,,,VPMI.2025.330.0R5.csv,,,,,,,,,,12.6,0.0,12.4,3.618
2025-11-27_000012,107.0,24.0,344.0,2.4,4.7,7.1,VPMI.2025.331.0R1.csv,,,,,,,,,,,,,
2025-11-27_002012,35.0,79.0,124.0,4.5,7.5,10.5,VPMI.2025.331.0R1.csv,,,,,,,,,,,,,
2025-11-27_004012,22.0,41.0,51.0,6.1,11.7,17.3,VPMI.2025.331.0R1.csv,,,,,,,,,,,,,
2025-11-27_010012,89.0,52.0,325.0,2.5,7.8,10.4,VPMI.2025.331.0R1.csv,,,,,,,,,,,,,
2025-11-27_012012,16.0,37.0,73.0,7.6,11.5,15.2,VPMI.2025.331.0R1.csv,,,,,,,,,,,,,
2025-11-27_014012,85.0,104.0,118.0,3.0,3.5,3.9,VPMI.2025.331.0R1.csv,,,,,,,,,,,,,
2025-11-27_020012,33.0,48.0,81.0,3.9,8.9,12.9,VPMI.2025.331.0R1.csv,,,,,,,,,,,,,
2025-11-27_022012,30.0,69.0,99.0,3.3,6.1,8.1,VPMI.2025.331.0R1.csv,,,,,,,,,,,,,
2025-11-27_024012,118.0,50.0,319.0,2.5,5.0,8.1,VPMI.2025.331.0R1.csv,,,,,,,,,,,,,
2025-11-27_030012,97.0,132.0,174.0,1.5,3.3,3.8,VPMI.2025.331.0R1.csv,,,,,,,,,,,,,
2025-11-27_032012,87.0,112.0,139.0,4.2,4.8,5.2,VPMI.2025.331.0R1.csv,,,,,,,,,,,,,
2025-11-27_034012,18.0,66.0,121.0,4.1,5.3,6.6,VPMI.2025.331.0R1.csv,,,,,,,,,,,,,
2025-11-27_040012,81.0,131.0,152.0,1.4,4.2,5.4,VPMI.2025.331.0R1.csv,,,,,,,,,,,,,
2025-11-27_042012,20.0,66.0,128.0,1.7,4.7,7.2,VPMI.2025.331.0R1.csv,,,,,,,,,,,,,
2025-11-27_044012,26.0,57.0,176.0,2.8,8.4,10.5,VPMI.2025.331.0R1.csv,,,,,,,,,,,,,
2025-11-27_050012,60.0,16.0,272.0,0.5,1.8,5.0,VPMI.2025.331.0R1.csv,,,,,,,,,,,,,
2025-11-27_052012,185.0,278.0,357.0,0.9,1.3,2.5,VPMI.2025.331.0R1.csv,,,,,,,,,,,,,
2025-11-27_054012,150.0,154.0,204.0,0.4,1.7,3.0,VPMI.2025.331.0R1.csv,,,,,,,,,,,,,
2025-11-27_060012,19.0,79.0,134.0,2.9,6.1,8.8,VPMI.2025.331.0R1.csv,,,,,,,,,,,,,
2025-11-27_062011,95.0,127.0,158.0,2.4,4.1,4.7,VPMI.2025.331.0R1.csv,,,,,,,,,,,,,
2025-11-27_064011,128.0,155.0,167.0,1.4,1.9,2.9,VPMI.2025.331.0R1.csv,,,,,,,,,,,,,
2025-11-27_070011,117.0,134.0,158.0,2.7,3.1,3.6,VPMI.2025.331.0R1.csv,,,,,,,,,,,,,
2025-11-27_072011,101.0,121.0,137.0,1.5,2.4,3.0,VPMI.2025.331.0R1.csv,,,,,,,,,,,,,
2025-11-27_074011,72.0,122.0,141.0,1.3,2.4,4.2,VPMI.2025.331.0R1.csv,,,,,,,,,,,,,
2025-11-27_080011,119.0,331.0,212.0,0.7,2.2,9.7,VPMI.2025.331.0R1.csv,,,,,,,,,,,,,
2025-11-27_082011,111.0,33.0,293.0,0.5,1.9,4.0,VPMI.2025.331.0R1.csv,,,,,,,,,,,,,
2025-11-27_084011,121.0,31.0,210.0,2.1,3.5,5.6,VPMI.2025.331.0R1.csv,,,,,,,,,,,,,
2025-11-27_090011,116.0,133.0,166.0,1.3,2.4,2.8,VPMI.2025.331.0R1.csv,,,,,,,,,,,,,
2025-11-27_092011,2.0,69.0,161.0,2.2,7.4,13.2,VPMI.2025.331.0R1.csv,,,,,,,,,,,,,
2025-11-27_094011,112.0,109.0,147.0,1.0,5.0,6.5,VPMI.2025.331.0R1.csv,,,,,,,,,,,,,
2025-11-27_100011,86.0,100.0,155.0,2.1,4.2,6.5,VPMI.2025.331.0R1.csv,,,,,,,,,,,,,
2025-11-27_102011,29.0,98.0,130.0,4.5,6.9,9.0,VPMI.2025.331.0R1.csv,,,,,,,,,,,,,
2025-11-27_104011,32.0,61.0,105.0,3.7,7.2,10.0,VPMI.2025.331.0R1.csv,,,,,,,,,,,,,
2025-11-27_110011,160.0,108.0,347.0,2.4,3.8,5.2,VPMI.2025.331.0R1.csv,,,,,,,,,,,,,
2025-11-27_112011,101.0,357.0,272.0,0.9,1.9,2.4,VPMI.2025.331.0R1.csv,,,,,,,,,,,,,
2025-11-27_114011,88.0,36.0,326.0,1.5,4.2,6.6,VPMI.2025.331.0R1.csv,,,,,,,,,,,,,
2025-11-27_120011,32.0,69.0,111.0,3.1,4.1,6.1,VPMI.2025.331.0R1.csv,,,,,,,,,,,,,
2025-11-27_122011,21.0,44.0,126.0,4.0,10.5,13.5,VPMI.2025.331.0R1.csv,,,,,,,,,,,,,
2025-11-27_124011,80.0,33.0,351.0,3.3,5.3,10.6,VPMI.2025.331.0R1.csv,,,,,,,,,,,,,
2025-11-27_130011,77.0,120.0,151.0,2.4,3.6,5.0,VPMI.2025.331.0R1.csv,,,,,,,,,,,,,
2025-11-27_132011,37.0,78.0,164.0,1.5,3.9,6.1,VPMI.2025.331.0R1.csv,,,,,,,,,,,,,
2025-11-27_134011,22.0,90.0,141.0,3.4,4.5,6.6,VPMI.2025.331.0R1.csv,,,,,,,,,,,,,
2025-11-27_140011,95.0,124.0,170.0,2.1,3.1,4.2,VPMI.2025.331.0R1.csv,,,,,,,,,,,,,
2025-11-27_142011,87.0,55.0,355.0,3.6,5.1,8.5,VPMI.2025.331.0R1.csv,,,,,,,,,,,,,
2025-11-27_144011,44.0,92.0,226.0,2.4,4.1,5.5,VPMI.2025.331.0R1.csv,,,,,,,,,,,,,
2025-11-27_150011,10.0,55.0,112.0,1.3,2.8,5.6,VPMI.2025.331.0R1.csv,,,,,,,,,,,,,
2025-11-27_152011,134.0,154.0,176.0,1.9,2.5,3.1,VPMI.2025.331.0R1.csv,,,,,,,,,,,,,
2025-11-27_154011,189.0,169.0,298.0,0.4,1.1,1.5,VPMI.2025.331.0R1.csv,,,,,,,,,,,,,
2025-11-27_160011,98.0,58.0,336.0,4.6,6.7,9.9,VPMI.2025.331.0R1.csv,,,,,,,,,,,,,
2025-11-27_162011,22.0,32.0,48.0,8.5,11.9,14.4,VPMI.2025.331.0R1.csv,,,,,,,,,,,,,
2025-11-27_164011,17.0,55.0,113.0,4.3,5.8,7.6,VPMI.2025.331.0R1.csv,,,,,,,,,,,,,
2025-11-27_170011,18.0,53.0,76.0,4.6,6.1,7.1,VPMI.2025.331.0R1.csv,,,,,,,,,,,,,
2025-11-27_172011,28.0,107.0,221.0,1.3,3.5,6.3,VPMI.2025.331.0R1.csv,,,,,,,,,,,,,
2025-11-27_174011,8.0,25.0,53.0,4.5,9.5,12.2,VPMI.2025.331.0R1.csv,,,,,,,,,,,,,
2025-11-27_180011,146.0,72.0,309.0,0.3,0.7,1.6,VPMI.2025.331.0R1.csv,,,,,,,,,,,,,
2025-11-27_182011,0.0,46.0,88.0,3.0,4.3,6.4,VPMI.2025.331.0R1.csv,,,,,,,,,,,,,
2025-11-27_184011,23.0,55.0,73.0,3.5,5.1,6.5,VPMI.2025.331.0R1.csv,,,,,,,,,,,,,
2025-11-27_190011,207.0,316.0,342.0,1.1,3.3,4.9,VPMI.2025.331.0R1.csv,,,,,,,,,,,,,
2025-11-27_192011,90.0,46.0,358.0,0.4,2.2,3.5,VPMI.2025.331.0R1.csv,,,,,,,,,,,,,
2025-11-27_194011,74.0,17.0,326.0,2.5,5.5,6.5,VPMI.2025.331.0R1.csv,,,,,,,,,,,,,
2025-11-27_200011,102.0,159.0,197.0,3.1,4.3,8.0,VPMI.2025.331.0R1.csv,,,,,,,,,,,,,
2025-11-27_202011,12.0,46.0,191.0,2.5,3.6,5.5,VPMI.2025.331.0R1.csv,,,,,,,,,,,,,
2025-11-27_204011,74.0,119.0,178.0,0.6,1.5,3.0,VPMI.2025.331.0R1.csv,,,,,,,,,,,,,
2025-11-27_210011,53.0,24.0,353.0,1.2,5.0,7.5,VPMI.2025.331.0R1.csv,,,,,,,,,,,,,
2025-11-27_212011,48.0,65.0,88.0,5.9,8.1,10.1,VPMI.2025.331.0R1.csv,,,,,,,,,,,,,
2025-11-27_214011,4.0,60.0,110.0,3.9,6.8,13.0,VPMI.2025.331.0R1.csv,,,,,,,,,,,,,
2025-11-27_220011,83.0,44.0,358.0,5.7,7.9,10.0,VPMI.2025.331.0R1.csv,,,,,,,,,,,,,
2025-11-27_222011,29.0,69.0,92.0,4.0,5.4,9.6,VPMI.2025.331.0R1.csv,,,,,,,,,,,,,
2025-11-27_224011,31.0,98.0,164.0,1.3,4.1,8.1,VPMI.2025.331.0R1.csv,,,,,,,,,,,,,
2025-11-27_230011,13.0,76.0,172.0,2.0,3.2,4.8,VPMI.2025.331.0R1.csv,,,,,,,,,,,,,
2025-11-27_232011,110.0,29.0,358.0,4.4,8.9,13.6,VPMI.2025.331.0R1.csv,,,,,,,,,,,,,
2025-11-27_234011,61.0,114.0,162.0,2.1,2.7,4.1,VPMI.2025.331.0R1.csv,,,,,,,,,,,,,
2025-11-27_000011,,,,,,,VPMI.2025.331.0R2.csv,9.5,0.0,748.5,,,,,,,,,,
2025-11-27_002011,,,,,,,VPMI.2025.331.0R2.csv,9.5,0.0,748.2,,,,,,,,,,
2025-11-27_004011,,,,,,,VPMI.2025.331.0R2.csv,9.3,0.0,748.3,,,,,,,,,,
2025-11-27_010011,,,,,,,VPMI.2025.331.0R2.csv,9.1,0.0,748.5,,,,,,,,,,
2025-11-27_012011,,,,,,,VPMI.2025.331.0R2.csv,9.0,0.0,748.8,,,,,,,,,,
