Datetime,Dn,Dm,Dx,Sn,Sm,Sx,source_file,Ta,Ua,Pa,Th,Vh,Vs,Vr
2024-09-19_162604,85.0,115.0,143.0,0.4,0.9,1.5,VPMI.2024.263.0R1.csv,,,,,,,
2024-09-19_162604,85.0,115.0,143.0,0.4,0.9,1.5,VPMI.2024.263.0R1.csv,,,,,,,
2024-09-19_162604,85.0,115.0,143.0,0.4,0.9,1.5,VPMI.2024.263.0R1.csv,,,,,,,
2024-09-19_162644,142.0,166.0,194.0,0.8,1.1,1.3,VPMI.2024.263.0R1.csv,,,,,,,
2024-09-19_162644,142.0,166.0,194.0,0.8,1.1,1.3,VPMI.2024.263.0R1.csv,,,,,,,
2024-09-19_162644,142.0,166.0,194.0,0.8,1.1,1.3,VPMI.2024.263.0R1.csv,,,,,,,
2024-09-19_164004,46.0,115.0,168.0,0.1,0.3,0.6,VPMI.2024.263.0R1.csv,,,,,,,
2024-09-19_164004,46.0,115.0,168.0,0.1,0.3,0.6,VPMI.2024.263.0R1.csv,,,,,,,
2024-09-19_164004,46.0,115.0,168.0,0.1,0.3,0.6,VPMI.2024.263.0R1.csv,,,,,,,
2024-09-19_170004,120.0,130.0,134.0,0.8,0.9,0.9,VPMI.2024.263.0R1.csv,,,,,,,
2024-09-19_170004,120.0,130.0,134.0,0.8,0.9,0.9,VPMI.2024.263.0R1.csv,,,,,,,
2024-09-19_170004,120.0,130.0,134.0,0.8,0.9,0.9,VPMI.2024.263.0R1.csv,,,,,,,
2024-09-19_172004,219.0,237.0,256.0,0.6,0.7,0.8,VPMI.2024.263.0R1.csv,,,,,,,
2024-09-19_172004,219.0,237.0,256.0,0.6,0.7,0.8,VPMI.2024.263.0R1.csv,,,,,,,
2024-09-19_172004,219.0,237.0,256.0,0.6,0.7,0.8,VPMI.2024.263.0R1.csv,,,,,,,
2024-09-19_174004,174.0,264.0,344.0,0.1,0.5,0.9,VPMI.2024.263.0R1.csv,,,,,,,
2024-09-19_174004,174.0,264.0,344.0,0.1,0.5,0.9,VPMI.2024.263.0R1.csv,,,,,,,
2024-09-19_174004,174.0,264.0,344.0,0.1,0.5,0.9,VPMI.2024.263.0R1.csv,,,,,,,
2024-09-19_180004,190.0,203.0,227.0,0.7,0.8,0.9,VPMI.2024.263.0R1.csv,,,,,,,
2024-09-19_180004,190.0,203.0,227.0,0.7,0.8,0.9,VPMI.2024.263.0R1.csv,,,,,,,
2024-09-19_180004,190.0,203.0,227.0,0.7,0.8,0.9,VPMI.2024.263.0R1.csv,,,,,,,
2024-09-19_182004,148.0,199.0,242.0,0.7,0.8,0.9,VPMI.2024.263.0R1.csv,,,,,,,
2024-09-19_182004,148.0,199.0,242.0,0.7,0.8,0.9,VPMI.2024.263.0R1.csv,,,,,,,
2024-09-19_182004,148.0,199.0,242.0,0.7,0.8,0.9,VPMI.2024.263.0R1.csv,,,,,,,
2024-09-19_184004,101.0,134.0,160.0,0.3,1.2,2.0,VPMI.2024.263.0R1.csv,,,,,,,
2024-09-19_184004,101.0,134.0,160.0,0.3,1.2,2.0,VPMI.2024.263.0R1.csv,,,,,,,
2024-09-19_184004,101.0,134.0,160.0,0.3,1.2,2.0,VPMI.2024.263.0R1.csv,,,,,,,
2024-09-19_190004,5.0,349.0,322.0,0.8,1.4,1.7,VPMI.2024.263.0R1.csv,,,,,,,
2024-09-19_190004,5.0,349.0,322.0,0.8,1.4,1.7,VPMI.2024.263.0R1.csv,,,,,,,
2024-09-19_190004,5.0,349.0,322.0,0.8,1.4,1.7,VPMI.2024.263.0R1.csv,,,,,,,
2024-09-19_192004,112.0,275.0,209.0,0.3,0.5,0.8,VPMI.2024.263.0R1.csv,,,,,,,
2024-09-19_192004,112.0,275.0,209.0,0.3,0.5,0.8,VPMI.2024.263.0R1.csv,,,,,,,
2024-09-19_192004,112.0,275.0,209.0,0.3,0.5,0.8,VPMI.2024.263.0R1.csv,,,,,,,
2024-09-19_194004,209.0,216.0,223.0,1.0,1.2,1.5,VPMI.2024.263.0R1.csv,,,,,,,
2024-09-19_194004,209.0,216.0,223.0,1.0,1.2,1.5,VPMI.2024.263.0R1.csv,,,,,,,
2024-09-19_194004,209.0,216.0,223.0,1.0,1.2,1.5,VPMI.2024.263.0R1.csv,,,,,,,
2024-09-19_200004,108.0,17.0,326.0,0.4,0.7,1.0,VPMI.2024.263.0R1.csv,,,,,,,
2024-09-19_200004,108.0,17.0,326.0,0.4,0.7,1.0,VPMI.2024.263.0R1.csv,,,,,,,
2024-09-19_200004,108.0,17.0,326.0,0.4,0.7,1.0,VPMI.2024.263.0R1.csv,,,,,,,
2024-09-19_202004,164.0,209.0,225.0,0.6,0.9,1.1,VPMI.2024.263.0R1.csv,,,,,,,
2024-09-19_202004,164.0,209.0,225.0,0.6,0.9,1.1,VPMI.2024.263.0R1.csv,,,,,,,
2024-09-19_202004,164.0,209.0,225.0,0.6,0.9,1.1,VPMI.2024.263.0R1.csv,,,,,,,
2024-09-19_204004,109.0,120.0,163.0,0.8,0.9,1.1,VPMI.2024.263.0R1.csv,,,,,,,
2024-09-19_204004,109.0,120.0,163.0,0.8,0.9,1.1,VPMI.2024.263.0R1.csv,,,,,,,
2024-09-19_204004,109.0,120.0,163.0,0.8,0.9,1.1,VPMI.2024.263.0R1.csv,,,,,,,
2024-09-19_210004,81.0,126.0,153.0,1.3,2.0,2.6,VPMI.2024.263.0R1.csv,,,,,,,
2024-09-19_210004,81.0,126.0,153.0,1.3,2.0,2.6,VPMI.2024.263.0R1.csv,,,,,,,
2024-09-19_210004,81.0,126.0,153.0,1.3,2.0,2.6,VPMI.2024.263.0R1.csv,,,,,,,
2024-09-19_212004,24.0,59.0,125.0,0.6,1.2,1.8,VPMI.2024.263.0R1.csv,,,,,,,
2024-09-19_212004,24.0,59.0,125.0,0.6,1.2,1.8,VPMI.2024.263.0R1.csv,,,,,,,
2024-09-19_212004,24.0,59.0,125.0,0.6,1.2,1.8,VPMI.2024.263.0R1.csv,,,,,,,
2024-09-19_214004,19.0,50.0,81.0,0.3,0.5,0.7,VPMI.2024.263.0R1.csv,,,,,,,
2024-09-19_214004,19.0,50.0,81.0,0.3,0.5,0.7,VPMI.2024.263.0R1.csv,,,,,,,
2024-09-19_214004,19.0,50.0,81.0,0.3,0.5,0.7,VPMI.2024.263.0R1.csv,,,,,,,
2024-09-19_220004,24.0,44.0,76.0,0.9,1.8,2.4,VPMI.2024.263.0R1.csv,,,,,,,
2024-09-19_220004,24.0,44.0,76.0,0.9,1.8,2.4,VPMI.2024.263.0R1.csv,,,,,,,
2024-09-19_220004,24.0,44.0,76.0,0.9,1.8,2.4,VPMI.2024.263.0R1.csv,,,,,,,
2024-09-19_222004,124.0,134.0,150.0,1.6,1.9,2.1,VPMI.2024.263.0R1.csv,,,,,,,
2024-09-19_222004,124.0,134.0,150.0,1.6,1.9,2.1,VPMI.2024.263.0R1.csv,,,,,,,
2024-09-19_222004,124.0,134.0,150.0,1.6,1.9,2.1,VPMI.2024.263.0R1.csv,,,,,,,
2024-09-19_224004,107.0,115.0,136.0,1.0,1.1,1.2,VPMI.2024.263.0R1.csv,,,,,,,
2024-09-19_224004,107.0,115.0,136.0,1.0,1.1,1.2,VPMI.2024.263.0R1.csv,,,,,,,
2024-09-19_224004,107.0,115.0,136.0,1.0,1.1,1.2,VPMI.2024.263.0R1.csv,,,,,,,
2024-09-19_230004,122.0,238.0,345.0,0.2,0.5,1.1,VPMI.2024.263.0R1.csv,,,,,,,
2024-09-19_230004,122.0,238.0,345.0,0.2,0.5,1.1,VPMI.2024.263.0R1.csv,,,,,,,
2024-09-19_230004,122.0,238.0,345.0,0.2,0.5,1.1,VPMI.2024.263.0R1.csv,,,,,,,
2024-09-19_232004,29.0,54.0,110.0,1.2,1.9,2.5,VPMI.2024.263.0R1.csv,,,,,,,
2024-09-19_232004,29.0,54.0,110.0,1.2,1.9,2.5,VPMI.2024.263.0R1.csv,,,,,,,
2024-09-19_232004,29.0,54.0,110.0,1.2,1.9,2.5,VPMI.2024.263.0R1.csv,,,,,,,
2024-09-19_234004,223.0,250.0,336.0,0.1,0.2,0.4,VPMI.2024.263.0R1.csv,,,,,,,
2024-09-19_234004,223.0,250.0,336.0,0.1,0.2,0.4,VPMI.2024.263.0R1.csv,,,,,,,
2024-09-19_234004,223.0,250.0,336.0,0.1,0.2,0.4,VPMI.2024.263.0R1.csv,,,,,,,
2024-09-19_162602,,,,,,,VPMI.2024.263.0R2.csv,15.6,86.8,751.0,,,,
2024-09-19_162602,,,,,,,VPMI.2024.263.0R2.csv,15.6,86.8,751.0,,,,
2024-09-19_162602,,,,,,,VPMI.2024.263.0R2.csv,15.6,86.8,751.0,,,,
2024-09-19_162646,,,,,,,VPMI.2024.263.0R2.csv,15.6,88.2,751.0,,,,
2024-09-19_162646,,,,,,,VPMI.2024.263.0R2.csv,15.6,88.2,751.0,,,,
2024-09-19_162646,,,,,,,VPMI.2024.263.0R2.csv,15.6,88.2,751.0,,,,
2024-09-19_164002,,,,,,,VPMI.2024.263.0R2.csv,15.6,89.4,751.0,,,,
2024-09-19_164002,,,,,,,VPMI.2024.263.0R2.csv,15.6,89.4,751.0,,,,
2024-09-19_164002,,,,,,,VPMI.2024.263.0R2.csv,15.6,89.4,751.0,,,,
2024-09-19_170002,,,,,,,VPMI.2024.263.0R2.csv,16.4,86.0,750.7,,,,
2024-09-19_170002,,,,,,,VPMI.2024.263.0R2.csv,16.4,86.0,750.7,,,,
2024-09-19_170002,,,,,,,VPMI.2024.263.0R2.csv,16.4,86.0,750.7,,,,
2024-09-19_172002,,,,,,,VPMI.2024.263.0R2.csv,18.7,75.9,750.5,,,,
2024-09-19_172002,,,,,,,VPMI.2024.263.0R2.csv,18.7,75.9,750.5,,,,
2024-09-19_172002,,,,,,,VPMI.2024.263.0R2.csv,18.7,75.9,750.5,,,,
2024-09-19_174002,,,,,,,VPMI.2024.263.0R2.csv,16.1,86.6,750.2,,,,
2024-09-19_174002,,,,,,,VPMI.2024.263.0R2.csv,16.1,86.6,750.2,,,,
2024-09-19_174002,,,,,,,VPMI.2024.263.0R2.csv,16.1,86.6,750.2,,,,
2024-09-19_180002,,,,,,,VPMI.2024.263.0R2.csv,18.5,82.3,749.9,,,,
2024-09-19_180002,,,,,,,VPMI.2024.263.0R2.csv,18.5,82.3,749.9,,,,
2024-09-19_180002,,,,,,,VPMI.2024.263.0R2.csv,18.5,82.3,749.9,,,,
2024-09-19_182002,,,,,,,VPMI.2024.263.0R2.csv,17.5,86.3,749.5,,,,
2024-09-19_182002,,,,,,,VPMI.2024.263.0R2.csv,17.5,86.3,749.5,,,,
2024-09-19_182002,,,,,,,VPMI.2024.263.0R2.csv,17.5,86.3,749.5,,,,
2024-09-19_184002,,,,,,,VPMI.2024.263.0R2.csv,17.5,86.5,749.5,,,,
2024-09-19_184002,,,,,,,VPMI.2024.263.0R2.csv,17.5,86.5,749.5,,,,
2024-09-19_184002,,,,,,,VPMI.2024.263.0R2.csv,17.5,86.5,749.5,,,,
2024-09-19_190002,,,,,,,VPMI.2024.263.0R2.csv,18.6,75.9,749.2,,,,
2024-09-19_190002,,,,,,,VPMI.2024.263.0R2.csv,18.6,75.9,749.2,,,,
2024-09-19_190002,,,,,,,VPMI.2024.263.0R2.csv,18.6,75.9,749.2,,,,
2024-09-19_192002,,,,,,,VPMI.2024.263.0R2.csv,16.3,91.3,748.9,,,,
2024-09-19_192002,,,,,,,VPMI.2024.263.0R2.csv,16.3,91.3,748.9,,,,
2024-09-19_192002,,,,,,,VPMI.2024.263.0R2.csv,16.3,91.3,748.9,,,,
2024-09-19_194002,,,,,,,VPMI.2024.263.0R2.csv,16.3,96.9,748.8,,,,
2024-09-19_194002,,,,,,,VPMI.2024.263.0R2.csv,16.3,96.9,748.8,,,,
2024-09-19_194002,,,,,,,VPMI.2024.263.0R2.csv,16.3,96.9,748.8,,,,
2024-09-19_200002,,,,,,,VPMI.2024.263.0R2.csv,15.5,100.0,748.5,,,,
2024-09-19_200002,,,,,,,VPMI.2024.263.0R2.csv,15.5,100.0,748.5,,,,
2024-09-19_200002,,,,,,,VPMI.2024.263.0R2.csv,15.5,100.0,748.5,,,,
2024-09-19_202002,,,,,,,VPMI.2024.263.0R2.csv,14.7,100.0,748.4,,,,
2024-09-19_202002,,,,,,,VPMI.2024.263.0R2.csv,14.7,100.0,748.4,,,,
2024-09-19_202002,,,,,,,VPMI.2024.263.0R2.csv,14.7,100.0,748.4,,,,
2024-09-19_204002,,,,,,,VPMI.2024.263.0R2.csv,13.8,100.0,748.1,,,,
2024-09-19_204002,,,,,,,VPMI.2024.263.0R2.csv,13.8,100.0,748.1,,,,
2024-09-19_204002,,,,,,,VPMI.2024.263.0R2.csv,13.8,100.0,748.1,,,,
2024-09-19_210002,,,,,,,VPMI.2024.263.0R2.csv,13.9,100.0,748.0,,,,
2024-09-19_210002,,,,,,,VPMI.2024.263.0R2.csv,13.9,100.0,748.0,,,,
2024-09-19_210002,,,,,,,VPMI.2024.263.0R2.csv,13.9,100.0,748.0,,,,
2024-09-19_212002,,,,,,,VPMI.2024.263.0R2.csv,13.5,100.0,748.1,,,,
2024-09-19_212002,,,,,,,VPMI.2024.263.0R2.csv,13.5,100.0,748.1,,,,
2024-09-19_212002,,,,,,,VPMI.2024.263.0R2.csv,13.5,100.0,748.1,,,,
2024-09-19_214002,,,,,,,VPMI.2024.263.0R2.csv,13.6,100.0,748.2,,,,
2024-09-19_214002,,,,,,,VPMI.2024.263.0R2.csv,13.6,100.0,748.2,,,,
2024-09-19_214002,,,,,,,VPMI.2024.263.0R2.csv,13.6,100.0,748.2,,,,
2024-09-19_220002,,,,,,,VPMI.2024.263.0R2.csv,13.2,100.0,747.8,,,,
2024-09-19_220002,,,,,,,VPMI.2024.263.0R2.csv,13.2,100.0,747.8,,,,
2024-09-19_220002,,,,,,,VPMI.2024.263.0R2.csv,13.2,100.0,747.8,,,,
2024-09-19_222002,,,,,,,VPMI.2024.263.0R2.csv,13.5,100.0,747.8,,,,
2024-09-19_222002,,,,,,,VPMI.2024.263.0R2.csv,13.5,100.0,747.8,,,,
2024-09-19_222002,,,,,,,VPMI.2024.263.0R2.csv,13.5,100.0,747.8,,,,
2024-09-19_224002,,,,,,,VPMI.2024.263.0R2.csv,12.9,100.0,748.1,,,,
2024-09-19_224002,,,,,,,VPMI.2024.263.0R2.csv,12.9,100.0,748.1,,,,
2024-09-19_224002,,,,,,,VPMI.2024.263.0R2.csv,12.9,100.0,748.1,,,,
2024-09-19_230002,,,,,,,VPMI.2024.263.0R2.csv,12.8,100.0,748.1,,,,
2024-09-19_230002,,,,,,,VPMI.2024.263.0R2.csv,12.8,100.0,748.1,,,,
2024-09-19_230002,,,,,,,VPMI.2024.263.0R2.csv,12.8,100.0,748.1,,,,
2024-09-19_232002,,,,,,,VPMI.2024.263.0R2.csv,12.0,100.0,748.3,,,,
2024-09-19_232002,,,,,,,VPMI.2024.263.0R2.csv,12.0,100.0,748.3,,,,
2024-09-19_232002,,,,,,,VPMI.2024.263.0R2.csv,12.0,100.0,748.3,,,,
2024-09-19_234002,,,,,,,VPMI.2024.263.0R2.csv,12.3,100.0,748.8,,,,
2024-09-19_234002,,,,,,,VPMI.2024.263.0R2.csv,12.3,100.0,748.8,,,,
2024-09-19_234002,,,,,,,VPMI.2024.263.0R2.csv,12.3,100.0,748.8,,,,
2024-09-19_162610,,,,,,,VPMI.2024.263.0R5.csv,,,,23.8,0.0,13.6,3.649
2024-09-19_162610,,,,,,,VPMI.2024.263.0R5.csv,,,,23.8,0.0,13.6,3.649
2024-09-19_162610,,,,,,,VPMI.2024.263.0R5.csv,,,,23.8,0.0,13.6,3.649
2024-09-19_162655,,,,,,,VPMI.2024.263.0R5.csv,,,,23.6,0.0,13.6,3.647
2024-09-19_162655,,,,,,,VPMI.2024.263.0R5.csv,,,,23.6,0.0,13.6,3.647
2024-09-19_162655,,,,,,,VPMI.2024.263.0R5.csv,,,,23.6,0.0,13.6,3.647
2024-09-19_164010,,,,,,,VPMI.2024.263.0R5.csv,,,,24.6,0.0,13.8,3.649
2024-09-19_164010,,,,,,,VPMI.2024.263.0R5.csv,,,,24.6,0.0,13.8,3.649
2024-09-19_164010,,,,,,,VPMI.2024.263.0R5.csv,,,,24.6,0.0,13.8,3.649
2024-09-19_170010,,,,,,,VPMI.2024.263.0R5.csv,,,,27.8,0.0,14.6,3.65
2024-09-19_170010,,,,,,,VPMI.2024.263.0R5.csv,,,,27.8,0.0,14.6,3.65
2024-09-19_170010,,,,,,,VPMI.2024.263.0R5.csv,,,,27.8,0.0,14.6,3.65
2024-09-19_172010,,,,,,,VPMI.2024.263.0R5.csv,,,,30.0,0.0,13.8,3.649
2024-09-19_172010,,,,,,,VPMI.2024.263.0R5.csv,,,,30.0,0.0,13.8,3.649
2024-09-19_172010,,,,,,,VPMI.2024.263.0R5.csv,,,,30.0,0.0,13.8,3.649
2024-09-19_174010,,,,,,,VPMI.2024.263.0R5.csv,,,,26.4,0.0,14.5,3.649
2024-09-19_174010,,,,,,,VPMI.2024.263.0R5.csv,,,,26.4,0.0,14.5,3.649
2024-09-19_174010,,,,,,,VPMI.2024.263.0R5.csv,,,,26.4,0.0,14.5,3.649
2024-09-19_180010,,,,,,,VPMI.2024.263.0R5.csv,,,,31.9,0.0,13.6,3.649
2024-09-19_180010,,,,,,,VPMI.2024.263.0R5.csv,,,,31.9,0.0,13.6,3.649
2024-09-19_180010,,,,,,,VPMI.2024.263.0R5.csv,,,,31.9,0.0,13.6,3.649
2024-09-19_182010,,,,,,,VPMI.2024.263.0R5.csv,,,,27.5,0.0,14.6,3.649
2024-09-19_182010,,,,,,,VPMI.2024.263.0R5.csv,,,,27.5,0.0,14.6,3.649
2024-09-19_182010,,,,,,,VPMI.2024.263.0R5.csv,,,,27.5,0.0,14.6,3.649
2024-09-19_184010,,,,,,,VPMI.2024.263.0R5.csv,,,,24.7,0.0,13.9,3.647
2024-09-19_184010,,,,,,,VPMI.2024.263.0R5.csv,,,,24.7,0.0,13.9,3.647
2024-09-19_184010,,,,,,,VPMI.2024.263.0R5.csv,,,,24.7,0.0,13.9,3.647
2024-09-19_190010,,,,,,,VPMI.2024.263.0R5.csv,,,,33.9,0.0,14.6,3.649
2024-09-19_190010,,,,,,,VPMI.2024.263.0R5.csv,,,,33.9,0.0,14.6,3.649
2024-09-19_190010,,,,,,,VPMI.2024.263.0R5.csv,,,,33.9,0.0,14.6,3.649
2024-09-19_192010,,,,,,,VPMI.2024.263.0R5.csv,,,,19.2,0.0,14.5,3.649
2024-09-19_192010,,,,,,,VPMI.2024.263.0R5.csv,,,,19.2,0.0,14.5,3.649
2024-09-19_192010,,,,,,,VPMI.2024.263.0R5.csv,,,,19.2,0.0,14.5,3.649
2024-09-19_194010,,,,,,,VPMI.2024.263.0R5.csv,,,,20.0,0.0,14.5,3.649
2024-09-19_194010,,,,,,,VPMI.2024.263.0R5.csv,,,,20.0,0.0,14.5,3.649
2024-09-19_194010,,,,,,,VPMI.2024.263.0R5.csv,,,,20.0,0.0,14.5,3.649
2024-09-19_200010,,,,,,,VPMI.2024.263.0R5.csv,,,,17.5,0.0,14.5,3.649
2024-09-19_200010,,,,,,,VPMI.2024.263.0R5.csv,,,,17.5,0.0,14.5,3.649
2024-09-19_200010,,,,,,,VPMI.2024.263.0R5.csv,,,,17.5,0.0,14.5,3.649
2024-09-19_202010,,,,,,,VPMI.2024.263.0R5.csv,,,,16.1,0.0,13.3,3.649
2024-09-19_202010,,,,,,,VPMI.2024.263.0R5.csv,,,,16.1,0.0,13.3,3.649
2024-09-19_202010,,,,,,,VPMI.2024.263.0R5.csv,,,,16.1,0.0,13.3,3.649
2024-09-19_204010,,,,,,,VPMI.2024.263.0R5.csv,,,,15.5,0.0,13.3,3.647
2024-09-19_204010,,,,,,,VPMI.2024.263.0R5.csv,,,,15.5,0.0,13.3,3.647
2024-09-19_204010,,,,,,,VPMI.2024.263.0R5.csv,,,,15.5,0.0,13.3,3.647
2024-09-19_210010,,,,,,,VPMI.2024.263.0R5.csv,,,,14.9,0.0,13.1,3.649
2024-09-19_210010,,,,,,,VPMI.2024.263.0R5.csv,,,,14.9,0.0,13.1,3.649
2024-09-19_210010,,,,,,,VPMI.2024.263.0R5.csv,,,,14.9,0.0,13.1,3.649
2024-09-19_212010,,,,,,,VPMI.2024.263.0R5.csv,,,,14.7,0.0,13.1,3.649
2024-09-19_212010,,,,,,,VPMI.2024.263.0R5.csv,,,,14.7,0.0,13.1,3.649
2024-09-19_212010,,,,,,,VPMI.2024.263.0R5.csv,,,,14.7,0.0,13.1,3.649
2024-09-19_214010,,,,,,,VPMI.2024.263.0R5.csv,,,,14.7,0.0,13.0,3.649
2024-09-19_214010,,,,,,,VPMI.2024.263.0R5.csv,,,,14.7,0.0,13.0,3.649
2024-09-19_214010,,,,,,,VPMI.2024.263.0R5.csv,,,,14.7,0.0,13.0,3.649
2024-09-19_220010,,,,,,,VPMI.2024.263.0R5.csv,,,,14.7,0.0,13.2,3.649
2024-09-19_220010,,,,,,,VPMI.2024.263.0R5.csv,,,,14.7,0.0,13.2,3.649
2024-09-19_220010,,,,,,,VPMI.2024.263.0R5.csv,,,,14.7,0.0,13.2,3.649
2024-09-19_222010,,,,,,,VPMI.2024.263.0R5.csv,,,,14.4,0.0,13.0,3.649
2024-09-19_222010,,,,,,,VPMI.2024.263.0R5.csv,,,,14.4,0.0,13.0,3.649
2024-09-19_222010,,,,,,,VPMI.2024.263.0R5.csv,,,,14.4,0.0,13.0,3.649
2024-09-19_224010,,,,,,,VPMI.2024.263.0R5.csv,,,,13.9,0.0,13.0,3.65
2024-09-19_224010,,,,,,,VPMI.2024.263.0R5.csv,,,,13.9,0.0,13.0,3.65
2024-09-19_224010,,,,,,,VPMI.2024.263.0R5.csv,,,,13.9,0.0,13.0,3.65
2024-09-19_230011,,,,,,,VPMI.2024.263.0R5.csv,,,,13.6,0.0,13.0,3.649
2024-09-19_230011,,,,,,,VPMI.2024.263.0R5.csv,,,,13.6,0.0,13.0,3.649
2024-09-19_230011,,,,,,,VPMI.2024.263.0R5.csv,,,,13.6,0.0,13.0,3.649
2024-09-19_232010,,,,,,,VPMI.2024.263.0R5.csv,,,,12.6,0.0,13.0,3.649
2024-09-19_232010,,,,,,,VPMI.2024.263.0R5.csv,,,,12.6,0.0,13.0,3.649
2024-09-19_232010,,,,,,,VPMI.2024.263.0R5.csv,,,,12.6,0.0,13.0,3.649
2024-09-19_234010,,,,,,,VPMI.2024.263.0R5.csv,,,,12.9,0.0,13.0,3.647
2024-09-19_234010,,,,,,,VPMI.2024.263.0R5.csv,,,,12.9,0.0,13.0,3.647
2024-09-19_234010,,,,,,,VPMI.2024.263.0R5.csv,,,,12.9,0.0,13.0,3.647
2024-09-20_000004,105.0,115.0,127.0,1.4,1.6,1.8,VPMI.2024.264.0R1.csv,,,,,,,
2024-09-20_000004,105.0,115.0,127.0,1.4,1.6,1.8,VPMI.2024.264.0R1.csv,,,,,,,
2024-09-20_002004,32.0,86.0,107.0,0.6,0.9,1.1,VPMI.2024.264.0R1.csv,,,,,,,
2024-09-20_002004,32.0,86.0,107.0,0.6,0.9,1.1,VPMI.2024.264.0R1.csv,,,,,,,
2024-09-20_004004,112.0,48.0,347.0,0.8,1.8,2.3,VPMI.2024.264.0R1.csv,,,,,,,
2024-09-20_004004,112.0,48.0,347.0,0.8,1.8,2.3,VPMI.2024.264.0R1.csv,,,,,,,
2024-09-20_010004,111.0,125.0,136.0,0.8,1.2,1.6,VPMI.2024.264.0R1.csv,,,,,,,
2024-09-20_010004,111.0,125.0,136.0,0.8,1.2,1.6,VPMI.2024.264.0R1.csv,,,,,,,
2024-09-20_012004,37.0,46.0,54.0,3.4,4.2,4.8,VPMI.2024.264.0R1.csv,,,,,,,
2024-09-20_012004,37.0,46.0,54.0,3.4,4.2,4.8,VPMI.2024.264.0R1.csv,,,,,,,
2024-09-20_014004,61.0,76.0,89.0,2.4,2.8,3.1,VPMI.2024.264.0R1.csv,,,,,,,
2024-09-20_014004,61.0,76.0,89.0,2.4,2.8,3.1,VPMI.2024.264.0R1.csv,,,,,,,
2024-09-20_020004,16.0,62.0,134.0,1.3,2.0,2.9,VPMI.2024.264.0R1.csv,,,,,,,
2024-09-20_020004,16.0,62.0,134.0,1.3,2.0,2.9,VPMI.2024.264.0R1.csv,,,,,,,
2024-09-20_022004,38.0,53.0,67.0,2.5,2.9,3.7,VPMI.2024.264.0R1.csv,,,,,,,
2024-09-20_022004,38.0,53.0,67.0,2.5,2.9,3.7,VPMI.2024.264.0R1.csv,,,,,,,
2024-09-20_024004,94.0,117.0,150.0,1.0,1.2,1.3,VPMI.2024.264.0R1.csv,,,,,,,
2024-09-20_024004,94.0,117.0,150.0,1.0,1.2,1.3,VPMI.2024.264.0R1.csv,,,,,,,
2024-09-20_030004,50.0,159.0,214.0,0.4,1.3,2.5,VPMI.2024.264.0R1.csv,,,,,,,
2024-09-20_030004,50.0,159.0,214.0,0.4,1.3,2.5,VPMI.2024.264.0R1.csv,,,,,,,
2024-09-20_032004,127.0,159.0,178.0,1.3,2.0,2.9,VPMI.2024.264.0R1.csv,,,,,,,
2024-09-20_032004,127.0,159.0,178.0,1.3,2.0,2.9,VPMI.2024.264.0R1.csv,,,,,,,
2024-09-20_034004,80.0,128.0,167.0,0.5,1.0,1.3,VPMI.2024.264.0R1.csv,,,,,,,
2024-09-20_034004,80.0,128.0,167.0,0.5,1.0,1.3,VPMI.2024.264.0R1.csv,,,,,,,
2024-09-20_040004,126.0,141.0,172.0,0.6,1.6,2.2,VPMI.2024.264.0R1.csv,,,,,,,
2024-09-20_040004,126.0,141.0,172.0,0.6,1.6,2.2,VPMI.2024.264.0R1.csv,,,,,,,
2024-09-20_042004,84.0,47.0,351.0,0.8,1.0,1.3,VPMI.2024.264.0R1.csv,,,,,,,
2024-09-20_042004,84.0,47.0,351.0,0.8,1.0,1.3,VPMI.2024.264.0R1.csv,,,,,,,
2024-09-20_044004,55.0,101.0,119.0,1.3,1.3,1.4,VPMI.2024.264.0R1.csv,,,,,,,
2024-09-20_044004,55.0,101.0,119.0,1.3,1.3,1.4,VPMI.2024.264.0R1.csv,,,,,,,
2024-09-20_050004,129.0,137.0,152.0,2.5,3.0,3.4,VPMI.2024.264.0R1.csv,,,,,,,
2024-09-20_050004,129.0,137.0,152.0,2.5,3.0,3.4,VPMI.2024.264.0R1.csv,,,,,,,
2024-09-20_052004,113.0,147.0,156.0,2.2,2.7,3.3,VPMI.2024.264.0R1.csv,,,,,,,
2024-09-20_052004,113.0,147.0,156.0,2.2,2.7,3.3,VPMI.2024.264.0R1.csv,,,,,,,
2024-09-20_054004,41.0,79.0,109.0,0.3,1.0,1.3,VPMI.2024.264.0R1.csv,,,,,,,
2024-09-20_054004,41.0,79.0,109.0,0.3,1.0,1.3,VPMI.2024.264.0R1.csv,,,,,,,
2024-09-20_060004,34.0,50.0,89.0,1.1,1.4,1.8,VPMI.2024.264.0R1.csv,,,,,,,
2024-09-20_060004,34.0,50.0,89.0,1.1,1.4,1.8,VPMI.2024.264.0R1.csv,,,,,,,
2024-09-20_062004,8.0,94.0,118.0,0.2,0.8,1.2,VPMI.2024.264.0R1.csv,,,,,,,
2024-09-20_062004,8.0,94.0,118.0,0.2,0.8,1.2,VPMI.2024.264.0R1.csv,,,,,,,
2024-09-20_064003,53.0,64.0,80.0,0.8,1.0,1.2,VPMI.2024.264.0R1.csv,,,,,,,
2024-09-20_064003,53.0,64.0,80.0,0.8,1.0,1.2,VPMI.2024.264.0R1.csv,,,,,,,
