Datetime,Event ID,Label,Station,Sensor Type,Acoustic t1,Acoustic t2,Energy,Duration,Magnitude
2025-02-25 06:24:34.906000+00:00,164526,Acoustic,VPVF,acoustic,2025-02-25 06:24:34.906000+00:00,2025-02-25 06:24:42.838000+00:00,57.49,7.932,1.1789268467928031
2025-02-25 06:26:13.794000+00:00,164527,Acoustic,VPVF,acoustic,2025-02-25 06:26:13.794000+00:00,2025-02-25 06:26:20.544000+00:00,87.343,6.75,1.300622830151103
2025-02-25 06:28:27.131000+00:00,164528,Acoustic,VPVF,acoustic,2025-02-25 06:28:27.131000+00:00,2025-02-25 06:28:37.088000+00:00,77.673,9.957,1.266480953220766
2025-02-25 06:30:53.006000+00:00,164529,Acoustic,VPVF,acoustic,2025-02-25 06:30:53.006000+00:00,2025-02-25 06:31:00.656000+00:00,24.191,7.65,0.927048060379914
2025-02-25 06:33:24.963000+00:00,164530,Acoustic,VPVF,acoustic,2025-02-25 06:33:24.963000+00:00,2025-02-25 06:33:33.344000+00:00,10.076,8.381,0.6722030664134705
2025-02-25 06:36:19.569000+00:00,164531,Acoustic,VPVF,acoustic,2025-02-25 06:36:19.569000+00:00,2025-02-25 06:36:24.969000+00:00,4.131,5.4,0.4127569806343127
2025-02-25 06:42:22.063000+00:00,164532,Acoustic,VPVF,acoustic,2025-02-25 06:42:22.063000+00:00,2025-02-25 06:42:28.813000+00:00,5.762,6.75,0.5095840801427441
2025-02-25 06:57:54.119000+00:00,164533,Acoustic,VPVF,acoustic,2025-02-25 06:57:54.119000+00:00,2025-02-25 06:58:01.656000+00:00,5.722,7.537,0.5075570618243934
2025-02-25 07:04:45.906000+00:00,164534,Acoustic,VPVF,acoustic,2025-02-25 07:04:45.906000+00:00,2025-02-25 07:04:51.981000+00:00,73.658,6.075,1.251037348069141
2025-02-25 07:14:06.131000+00:00,164535,Acoustic,VPVF,acoustic,2025-02-25 07:14:06.131000+00:00,2025-02-25 07:14:10.688000+00:00,2.598,4.557,0.2778082283137961
2025-02-25 07:14:17.188000+00:00,164536,Acoustic,VPVF,acoustic,2025-02-25 07:14:17.188000+00:00,2025-02-25 07:14:25.006000+00:00,11.707,7.818,0.7158585642974156
2025-02-25 07:17:51.456000+00:00,164537,Acoustic,VPVF,acoustic,2025-02-25 07:17:51.456000+00:00,2025-02-25 07:17:54.663000+00:00,2.024,3.207,0.2051610404724002
2025-02-25 07:18:05.006000+00:00,164538,Acoustic,VPVF,acoustic,2025-02-25 07:18:05.006000+00:00,2025-02-25 07:18:11.869000+00:00,12.002,6.863,0.7230999270281521
2025-02-25 07:26:13.513000+00:00,164539,Acoustic,VPVF,acoustic,2025-02-25 07:26:13.513000+00:00,2025-02-25 07:26:20.094000+00:00,2.514,6.581,0.2682447331444591
2025-02-25 07:29:37.781000+00:00,164540,Acoustic,VPVF,acoustic,2025-02-25 07:29:37.781000+00:00,2025-02-25 07:29:43.688000+00:00,8.548,5.907,0.6243492240396613
2025-02-25 07:31:48.288000+00:00,164541,Acoustic,VPVF,acoustic,2025-02-25 07:31:48.288000+00:00,2025-02-25 07:31:57.119000+00:00,266.638,8.831,1.6253677688809458
2025-02-25 07:38:37.569000+00:00,164542,Acoustic,VPVF,acoustic,2025-02-25 07:38:37.569000+00:00,2025-02-25 07:38:46.006000+00:00,58.914,8.437,1.186046401975578
2025-02-25 07:42:08.738000+00:00,164543,Acoustic,VPVF,acoustic,2025-02-25 07:42:08.738000+00:00,2025-02-25 07:42:16.556000+00:00,5.044,7.818,0.4708593021936995
2025-02-25 07:43:13.288000+00:00,164544,Acoustic,VPVF,acoustic,2025-02-25 07:43:13.288000+00:00,2025-02-25 07:43:21.219000+00:00,107.407,7.931,1.360791832896675
2025-02-25 07:48:22.838000+00:00,164545,Acoustic,VPVF,acoustic,2025-02-25 07:48:22.838000+00:00,2025-02-25 07:48:30.881000+00:00,2.25,8.043,0.2359622871346128
2025-02-25 07:50:28.906000+00:00,164546,Acoustic,VPVF,acoustic,2025-02-25 07:50:28.906000+00:00,2025-02-25 07:50:37.231000+00:00,36.123,8.325,1.043715153446276
2025-02-25 08:02:25.188000+00:00,164547,Acoustic,VPVF,acoustic,2025-02-25 08:02:25.188000+00:00,2025-02-25 08:02:32.669000+00:00,14.121,7.481,0.7704098535275953
2025-02-25 08:05:46.569000+00:00,164548,Acoustic,VPVF,acoustic,2025-02-25 08:05:46.569000+00:00,2025-02-25 08:05:53.769000+00:00,31.78,7.2,1.0064431082238117
2025-02-25 08:18:56.569000+00:00,164549,Acoustic,VPVF,acoustic,2025-02-25 08:18:56.569000+00:00,2025-02-25 08:19:03.713000+00:00,3.375,7.144,0.3539434307019193
2025-02-25 08:43:14.669000+00:00,164550,Acoustic,VPVF,acoustic,2025-02-25 08:43:14.669000+00:00,2025-02-25 08:43:18.663000+00:00,2.669,3.994,0.2856535444376301
2025-02-25 08:43:29.838000+00:00,164551,Acoustic,VPVF,acoustic,2025-02-25 08:43:29.838000+00:00,2025-02-25 08:43:39.456000+00:00,35.191,9.618,1.03610917741182
2025-02-25 08:51:31.006000+00:00,164552,Acoustic,VPVF,acoustic,2025-02-25 08:51:31.006000+00:00,2025-02-25 08:51:38.544000+00:00,116.874,7.538,1.3853709983439615
2025-02-25 08:56:09.569000+00:00,164553,Acoustic,VPVF,acoustic,2025-02-25 08:56:09.569000+00:00,2025-02-25 08:56:15.756000+00:00,6.098,6.187,0.5260755714196725
2025-02-25 08:57:15.906000+00:00,164554,Acoustic,VPVF,acoustic,2025-02-25 08:57:15.906000+00:00,2025-02-25 08:57:23.163000+00:00,152.693,7.257,1.4631588156804056
2025-02-25 08:58:26.794000+00:00,164555,Acoustic,VPVF,acoustic,2025-02-25 08:58:26.794000+00:00,2025-02-25 08:58:33.544000+00:00,1.639,6.75,0.1437678988922344
2025-02-25 09:01:16.131000+00:00,164556,Acoustic,VPVF,acoustic,2025-02-25 09:01:16.131000+00:00,2025-02-25 09:01:26.144000+00:00,41.123,10.013,1.081436809125903
2025-02-25 09:02:52.063000+00:00,164557,Acoustic,VPVF,acoustic,2025-02-25 09:02:52.063000+00:00,2025-02-25 09:02:58.419000+00:00,12.221,6.356,0.7283615185463922
2025-02-25 09:09:28.363000+00:00,164558,Acoustic,VPVF,acoustic,2025-02-25 09:09:28.363000+00:00,2025-02-25 09:09:37.756000+00:00,29.253,9.393,0.9823341754757816
2025-02-25 09:22:16.413000+00:00,164559,Acoustic,VPVF,acoustic,2025-02-25 09:22:16.413000+00:00,2025-02-25 09:22:21.644000+00:00,5.785,5.231,0.5107432534028048
2025-02-25 09:23:38.288000+00:00,164560,Acoustic,VPVF,acoustic,2025-02-25 09:23:38.288000+00:00,2025-02-25 09:23:44.531000+00:00,6.497,6.243,0.5445176207327971
2025-02-25 09:34:11.681000+00:00,164561,Acoustic,VPVF,acoustic,2025-02-25 09:34:11.681000+00:00,2025-02-25 09:34:20.569000+00:00,83.058,8.888,1.2859855844177503
2025-02-25 09:45:42.063000+00:00,164562,Acoustic,VPVF,acoustic,2025-02-25 09:45:42.063000+00:00,2025-02-25 09:45:48.081000+00:00,16.56,6.018,0.8167704227407372
2025-02-25 09:50:39.131000+00:00,164563,Acoustic,VPVF,acoustic,2025-02-25 09:50:39.131000+00:00,2025-02-25 09:50:47.963000+00:00,53.237,8.832,1.156563094729221
2025-02-25 09:57:59.963000+00:00,164564,Acoustic,VPVF,acoustic,2025-02-25 09:57:59.963000+00:00,2025-02-25 09:58:08.794000+00:00,30.417,8.831,0.9936879731088172
2025-02-25 10:02:23.231000+00:00,164565,Acoustic,VPVF,acoustic,2025-02-25 10:02:23.231000+00:00,2025-02-25 10:02:30.881000+00:00,9.008,7.65,0.6396010129298716
2025-02-25 10:02:46.356000+00:00,164566,Acoustic,VPVF,acoustic,2025-02-25 10:02:46.356000+00:00,2025-02-25 10:02:53.163000+00:00,39.01,6.807,1.0660878867089003
2025-02-25 10:04:15.456000+00:00,164567,Acoustic,VPVF,acoustic,2025-02-25 10:04:15.456000+00:00,2025-02-25 10:04:23.613000+00:00,84.877,8.157,1.2922893140105711
2025-02-25 10:18:08.569000+00:00,164568,Acoustic,VPVF,acoustic,2025-02-25 10:18:08.569000+00:00,2025-02-25 10:18:16.106000+00:00,27.98,7.537,0.969387965804392
2025-02-25 10:31:19.940000+00:00,164569,Acoustic,VPVF,acoustic,2025-02-25 10:31:19.940000+00:00,2025-02-25 10:31:36.500000+00:00,342.088,16.56,1.6978723527794777
2025-02-25 10:32:40.569000+00:00,164570,Acoustic,VPVF,acoustic,2025-02-25 10:32:40.569000+00:00,2025-02-25 10:32:48.388000+00:00,6.283,7.819,0.5347719300096794
2025-02-25 10:34:17.694000+00:00,164571,Acoustic,VPVF,acoustic,2025-02-25 10:34:17.694000+00:00,2025-02-25 10:34:22.981000+00:00,2.699,5.287,0.2889059326528661
2025-02-25 10:34:41.794000+00:00,164572,Acoustic,VPVF,acoustic,2025-02-25 10:34:41.794000+00:00,2025-02-25 10:34:47.981000+00:00,7.009,6.187,0.5665895601889748
2025-02-25 10:43:02.681000+00:00,164573,Acoustic,VPVF,acoustic,2025-02-25 10:43:02.681000+00:00,2025-02-25 10:43:10.669000+00:00,18.625,7.988,0.8509645085516214
2025-02-25 10:46:34.838000+00:00,164574,Acoustic,VPVF,acoustic,2025-02-25 10:46:34.838000+00:00,2025-02-25 10:46:39.788000+00:00,7.565,4.95,0.5888019846806678
2025-02-25 10:49:27.838000+00:00,164575,Acoustic,VPVF,acoustic,2025-02-25 10:49:27.838000+00:00,2025-02-25 10:49:35.038000+00:00,34.983,7.2,1.0343842235472962
2025-02-25 10:51:28.906000+00:00,164576,Acoustic,VPVF,acoustic,2025-02-25 10:51:28.906000+00:00,2025-02-25 10:51:34.756000+00:00,2.635,5.85,0.2819230150975388
2025-02-25 10:53:14.963000+00:00,164577,Acoustic,VPVF,acoustic,2025-02-25 10:53:14.963000+00:00,2025-02-25 10:53:23.288000+00:00,613.541,8.325,1.867855205198394
2025-02-25 10:54:41.413000+00:00,164578,Acoustic,VPVF,acoustic,2025-02-25 10:54:41.413000+00:00,2025-02-25 10:54:47.263000+00:00,11.356,5.85,0.707001007182059
2025-02-25 10:55:24.963000+00:00,164579,Acoustic,VPVF,acoustic,2025-02-25 10:55:24.963000+00:00,2025-02-25 10:55:29.913000+00:00,3.359,4.95,0.3525607025739151
2025-02-25 11:10:57.344000+00:00,164580,Acoustic,VPVF,acoustic,2025-02-25 11:10:57.344000+00:00,2025-02-25 11:11:03.813000+00:00,14.895,6.469,0.7859371400592119
2025-02-25 11:11:28.131000+00:00,164581,Acoustic,VPVF,acoustic,2025-02-25 11:11:28.131000+00:00,2025-02-25 11:11:35.219000+00:00,51.137,7.088,1.144852614917217
2025-02-25 11:18:16.513000+00:00,164582,Acoustic,VPVF,acoustic,2025-02-25 11:18:16.513000+00:00,2025-02-25 11:18:25.738000+00:00,21.989,9.225,0.8992776711151492
2025-02-25 11:18:53.794000+00:00,164583,Acoustic,VPVF,acoustic,2025-02-25 11:18:53.794000+00:00,2025-02-25 11:19:04.538000+00:00,39.519,10.744,1.0698599841842875
2025-02-25 11:21:40.794000+00:00,164584,Acoustic,VPVF,acoustic,2025-02-25 11:21:40.794000+00:00,2025-02-25 11:21:49.063000+00:00,43.046,8.269,1.0947349769043475
2025-02-25 11:23:02.456000+00:00,164585,Acoustic,VPVF,acoustic,2025-02-25 11:23:02.456000+00:00,2025-02-25 11:23:10.894000+00:00,8.496,8.438,0.622573717504054
2025-02-25 11:26:51.344000+00:00,164586,Acoustic,VPVF,acoustic,2025-02-25 11:26:51.344000+00:00,2025-02-25 11:27:00.794000+00:00,10.028,9.45,0.6708135979417399
2025-02-25 11:33:12.738000+00:00,164587,Acoustic,VPVF,acoustic,2025-02-25 11:33:12.738000+00:00,2025-02-25 11:33:21.344000+00:00,5.885,8.606,0.5157301330102338
2025-02-25 11:34:07.144000+00:00,164588,Acoustic,VPVF,acoustic,2025-02-25 11:34:07.144000+00:00,2025-02-25 11:34:17.438000+00:00,16.423,10.294,0.8143531702317778
2025-02-25 11:34:53.356000+00:00,164589,Acoustic,VPVF,acoustic,2025-02-25 11:34:53.356000+00:00,2025-02-25 11:35:00.163000+00:00,14.526,6.807,0.7786378466830023
2025-02-25 11:37:06.288000+00:00,164590,Acoustic,VPVF,acoustic,2025-02-25 11:37:06.288000+00:00,2025-02-25 11:37:12.419000+00:00,2.818,6.131,0.3014604624781362
2025-02-25 11:40:28.063000+00:00,164591,Acoustic,VPVF,acoustic,2025-02-25 11:40:28.063000+00:00,2025-02-25 11:40:35.263000+00:00,51.879,7.2,1.1490443694515882
2025-02-25 11:41:11.456000+00:00,164592,Acoustic,VPVF,acoustic,2025-02-25 11:41:11.456000+00:00,2025-02-25 11:41:16.969000+00:00,5.326,5.513,0.486688778608958
2025-02-25 11:52:34.188000+00:00,164593,Acoustic,VPVF,acoustic,2025-02-25 11:52:34.188000+00:00,2025-02-25 11:52:42.456000+00:00,57.585,8.268,1.1794072786859675
2025-02-25 12:02:36.131000+00:00,164594,Acoustic,VPVF,acoustic,2025-02-25 12:02:36.131000+00:00,2025-02-25 12:02:49.069000+00:00,237.97,12.938,1.592269881104755
2025-02-25 12:04:17.906000+00:00,164595,Acoustic,VPVF,acoustic,2025-02-25 12:04:17.906000+00:00,2025-02-25 12:04:26.344000+00:00,19.412,8.438,0.8630070893709761
2025-02-25 12:06:59.906000+00:00,164596,Acoustic,VPVF,acoustic,2025-02-25 12:06:59.906000+00:00,2025-02-25 12:07:06.488000+00:00,2.877,6.582,0.3074897074665184
2025-02-25 12:09:01.694000+00:00,164597,Acoustic,VPVF,acoustic,2025-02-25 12:09:01.694000+00:00,2025-02-25 12:09:10.638000+00:00,105.479,8.944,1.3555212225366016
2025-02-25 12:11:50.581000+00:00,164598,Acoustic,VPVF,acoustic,2025-02-25 12:11:50.581000+00:00,2025-02-25 12:11:58.681000+00:00,25.142,8.1,0.9382678807760592
2025-02-25 12:15:25.738000+00:00,164599,Acoustic,VPVF,acoustic,2025-02-25 12:15:25.738000+00:00,2025-02-25 12:15:30.856000+00:00,19.94,5.118,0.8708158531636768
2025-02-25 12:20:57.356000+00:00,164600,Acoustic,VPVF,acoustic,2025-02-25 12:20:57.356000+00:00,2025-02-25 12:21:05.681000+00:00,7.014,8.325,0.5667970602354742
2025-02-25 12:36:59.231000+00:00,164601,Acoustic,VPVF,acoustic,2025-02-25 12:36:59.231000+00:00,2025-02-25 12:37:04.181000+00:00,3.21,4.95,0.3393583717112643
2025-02-25 12:37:47.963000+00:00,164602,Acoustic,VPVF,acoustic,2025-02-25 12:37:47.963000+00:00,2025-02-25 12:37:55.894000+00:00,33.575,7.931,1.0224307342983046
2025-02-25 12:40:22.019000+00:00,164603,Acoustic,VPVF,acoustic,2025-02-25 12:40:22.019000+00:00,2025-02-25 12:40:30.231000+00:00,70.186,8.212,1.2369878296782246
2025-02-25 12:57:22.794000+00:00,164604,Acoustic,VPVF,acoustic,2025-02-25 12:57:22.794000+00:00,2025-02-25 12:57:31.006000+00:00,161.265,8.212,1.4790518810130933
2025-02-25 12:59:47.906000+00:00,164605,Acoustic,VPVF,acoustic,2025-02-25 12:59:47.906000+00:00,2025-02-25 12:59:54.488000+00:00,25.0,6.582,0.9366198058102652
2025-02-25 13:00:58.469000+00:00,164606,Acoustic,VPVF,acoustic,2025-02-25 13:00:58.469000+00:00,2025-02-25 13:01:07.131000+00:00,271.048,8.662,1.6301409587373723
2025-02-25 13:06:52.738000+00:00,164607,Acoustic,VPVF,acoustic,2025-02-25 13:06:52.738000+00:00,2025-02-25 13:07:00.894000+00:00,40.651,8.156,1.078077726478346
2025-02-25 13:10:18.794000+00:00,164608,Acoustic,VPVF,acoustic,2025-02-25 13:10:18.794000+00:00,2025-02-25 13:10:25.994000+00:00,4.855,7.2,0.4597467869434959
2025-02-25 13:17:01.906000+00:00,164609,Acoustic,VPVF,acoustic,2025-02-25 13:17:01.906000+00:00,2025-02-25 13:17:08.656000+00:00,13.419,6.75,0.7555725024378541
2025-02-25 13:18:44.231000+00:00,164610,Acoustic,VPVF,acoustic,2025-02-25 13:18:44.231000+00:00,2025-02-25 13:18:51.206000+00:00,5.645,6.975,0.5036148439948611
2025-02-25 13:21:23.694000+00:00,164611,Acoustic,VPVF,acoustic,2025-02-25 13:21:23.694000+00:00,2025-02-25 13:21:33.031000+00:00,265.487,9.337,1.624108984204674
2025-02-25 13:22:40.569000+00:00,164612,Acoustic,VPVF,acoustic,2025-02-25 13:22:40.569000+00:00,2025-02-25 13:22:46.644000+00:00,2.592,6.075,0.2771354481230323
2025-02-25 13:29:01.063000+00:00,164613,Acoustic,VPVF,acoustic,2025-02-25 13:29:01.063000+00:00,2025-02-25 13:29:09.556000+00:00,3.559,8.493,0.3693897519625768
2025-02-25 13:38:07.019000+00:00,164614,Acoustic,VPVF,acoustic,2025-02-25 13:38:07.019000+00:00,2025-02-25 13:38:13.038000+00:00,23.512,6.019,0.9187640139532528
2025-02-25 13:42:12.288000+00:00,164615,Acoustic,VPVF,acoustic,2025-02-25 13:42:12.288000+00:00,2025-02-25 13:42:21.063000+00:00,4.029,8.775,0.4054821691502131
2025-02-25 13:47:27.244000+00:00,164616,Acoustic,VPVF,acoustic,2025-02-25 13:47:27.244000+00:00,2025-02-25 13:47:36.919000+00:00,112.372,9.675,1.3739409340470872
2025-02-25 13:49:12.906000+00:00,164617,Acoustic,VPVF,acoustic,2025-02-25 13:49:12.906000+00:00,2025-02-25 13:49:20.219000+00:00,8.09,7.313,0.6083255094802225
2025-02-25 13:50:24.669000+00:00,164618,Acoustic,VPVF,acoustic,2025-02-25 13:50:24.669000+00:00,2025-02-25 13:50:33.163000+00:00,11.143,8.494,0.7014914274473988
2025-02-25 13:51:40.019000+00:00,164619,Acoustic,VPVF,acoustic,2025-02-25 13:51:40.019000+00:00,2025-02-25 13:51:48.231000+00:00,14.946,8.212,0.7869317352065006
2025-02-25 13:54:40.681000+00:00,164620,Acoustic,VPVF,acoustic,2025-02-25 13:54:40.681000+00:00,2025-02-25 13:54:48.894000+00:00,165.261,8.213,1.4861741521606888
2025-02-25 14:30:20.569000+00:00,164621,Acoustic,VPVF,acoustic,2025-02-25 14:30:20.569000+00:00,2025-02-25 14:30:26.306000+00:00,5.728,5.737,0.5078620162308655
2025-02-25 14:32:46.006000+00:00,164622,Acoustic,VPVF,acoustic,2025-02-25 14:32:46.006000+00:00,2025-02-25 14:32:50.844000+00:00,2.997,4.838,0.319380117773582
2025-02-25 14:37:56.963000+00:00,164623,Acoustic,VPVF,acoustic,2025-02-25 14:37:56.963000+00:00,2025-02-25 14:38:04.163000+00:00,9.983,7.2,0.6695049176457774
2025-02-25 14:47:38.288000+00:00,164624,Acoustic,VPVF,acoustic,2025-02-25 14:47:38.288000+00:00,2025-02-25 14:47:45.769000+00:00,476.728,7.481,1.7944413424670431
2025-02-25 14:55:31.456000+00:00,164625,Acoustic,VPVF,acoustic,2025-02-25 14:55:31.456000+00:00,2025-02-25 14:55:40.288000+00:00,98.769,8.832,1.336395840001113
2025-02-25 15:08:58.906000+00:00,164626,Acoustic,VPVF,acoustic,2025-02-25 15:08:58.906000+00:00,2025-02-25 15:09:07.513000+00:00,109.722,8.607,1.3669967892339294
2025-02-25 15:29:07.613000+00:00,164627,Acoustic,VPVF,acoustic,2025-02-25 15:29:07.613000+00:00,2025-02-25 15:29:17.006000+00:00,99.983,9.393,1.3399505296534129
2025-02-25 16:27:58.344000+00:00,164628,Acoustic,VPVF,acoustic,2025-02-25 16:27:58.344000+00:00,2025-02-25 16:28:05.544000+00:00,24.796,7.2,0.9342356905452892
2025-02-25 17:15:01.119000+00:00,164629,Acoustic,VPVF,acoustic,2025-02-25 17:15:01.119000+00:00,2025-02-25 17:15:09.894000+00:00,175.105,8.775,1.503010026646569
2025-02-25 17:36:48.231000+00:00,164630,Acoustic,VPVF,acoustic,2025-02-25 17:36:48.231000+00:00,2025-02-25 17:36:52.338000+00:00,2.811,4.107,0.3007367665569853
2025-02-25 20:16:29.344000+00:00,164631,Acoustic,VPVF,acoustic,2025-02-25 20:16:29.344000+00:00,2025-02-25 20:16:37.219000+00:00,41.159,7.875,1.0816914257752772
2025-02-25 21:09:18.894000+00:00,164632,Acoustic,VPVF,acoustic,2025-02-25 21:09:18.894000+00:00,2025-02-25 21:09:25.869000+00:00,8.611,6.975,0.6264859047848136
2025-02-25 21:22:43.838000+00:00,164633,Acoustic,VPVF,acoustic,2025-02-25 21:22:43.838000+00:00,2025-02-25 21:22:49.631000+00:00,4.162,5.793,0.4149323908366575
2025-02-25 21:53:05.288000+00:00,164634,Acoustic,VPVF,acoustic,2025-02-25 21:53:05.288000+00:00,2025-02-25 21:53:14.906000+00:00,28.995,9.618,0.979756485766437
2025-02-25 22:08:59.669000+00:00,164635,Acoustic,VPVF,acoustic,2025-02-25 22:08:59.669000+00:00,2025-02-25 22:09:08.444000+00:00,33.288,8.775,1.019932760865877
2025-02-25 22:14:08.119000+00:00,164636,Acoustic,VPVF,acoustic,2025-02-25 22:14:08.119000+00:00,2025-02-25 22:14:14.531000+00:00,68.511,6.412,1.229959405430795
2025-02-25 22:21:22.119000+00:00,164637,Acoustic,VPVF,acoustic,2025-02-25 22:21:22.119000+00:00,2025-02-25 22:21:29.994000+00:00,46.848,7.875,1.1193630068783271
2025-02-25 22:45:19.344000+00:00,164638,Acoustic,VPVF,acoustic,2025-02-25 22:45:19.344000+00:00,2025-02-25 22:45:25.194000+00:00,7.337,5.85,0.5798974077800986
2025-02-25 22:58:51.781000+00:00,164639,Acoustic,VPVF,acoustic,2025-02-25 22:58:51.781000+00:00,2025-02-25 22:58:58.419000+00:00,6.062,6.638,0.5243526744611744
2025-02-25 23:04:57.119000+00:00,164640,Acoustic,VPVF,acoustic,2025-02-25 23:04:57.119000+00:00,2025-02-25 23:05:04.881000+00:00,24.004,7.762,0.9247900241230196
2025-02-25 23:08:15.356000+00:00,164641,Acoustic,VPVF,acoustic,2025-02-25 23:08:15.356000+00:00,2025-02-25 23:08:24.356000+00:00,3.58,9.0,0.3711016278513958
2025-02-25 23:24:32.006000+00:00,164642,Acoustic,VPVF,acoustic,2025-02-25 23:24:32.006000+00:00,2025-02-25 23:24:38.531000+00:00,105.746,6.525,1.3562568455097042
2025-02-25 23:42:26.838000+00:00,164643,Acoustic,VPVF,acoustic,2025-02-25 23:42:26.838000+00:00,2025-02-25 23:42:32.913000+00:00,3.894,6.075,0.3955652846132886
2025-02-25 23:47:56.838000+00:00,164644,Acoustic,VPVF,acoustic,2025-02-25 23:47:56.838000+00:00,2025-02-25 23:48:04.038000+00:00,5.689,7.2,0.505874075624407
2025-02-25 23:50:34.838000+00:00,164645,Acoustic,VPVF,acoustic,2025-02-25 23:50:34.838000+00:00,2025-02-25 23:50:42.656000+00:00,13.143,7.818,0.7495253202915514
2025-02-25 17:34:40.556000+00:00,164646,Acoustic,VPVF,acoustic,2025-02-25 17:34:40.556000+00:00,2025-02-25 17:34:46.406000+00:00,3.279,5.85,0.3455467491684747
2025-02-26 00:08:58.456000+00:00,164656,Acoustic,VPVF,acoustic,2025-02-26 00:08:58.456000+00:00,2025-02-26 00:09:06.725000+00:00,21.71,8.269,0.8955620817144615
2025-02-26 00:21:35.456000+00:00,164657,Acoustic,VPVF,acoustic,2025-02-26 00:21:35.456000+00:00,2025-02-26 00:21:46.256000+00:00,17.093,10.8,0.8259882560603314
2025-02-26 00:24:54.288000+00:00,164658,Acoustic,VPVF,acoustic,2025-02-26 00:24:54.288000+00:00,2025-02-26 00:25:02.219000+00:00,33.598,7.931,1.0226299952581446
2025-02-26 00:30:25.231000+00:00,164659,Acoustic,VPVF,acoustic,2025-02-26 00:30:25.231000+00:00,2025-02-26 00:30:33.725000+00:00,103.581,8.494,1.350237666666838
2025-02-26 00:56:25.244000+00:00,164660,Acoustic,VPVF,acoustic,2025-02-26 00:56:25.244000+00:00,2025-02-26 00:56:33.569000+00:00,27.231,8.325,0.961492605410595
2025-02-26 00:59:51.344000+00:00,164661,Acoustic,VPVF,acoustic,2025-02-26 00:59:51.344000+00:00,2025-02-26 01:00:01.075000+00:00,2.781,9.731,0.2976146625389869
2025-02-26 01:16:27.850000+00:00,164662,Acoustic,VPVF,acoustic,2025-02-26 01:16:27.850000+00:00,2025-02-26 01:16:33.419000+00:00,1.788,5.569,0.1690862346881322
2025-02-26 01:24:37.738000+00:00,164663,Acoustic,VPVF,acoustic,2025-02-26 01:24:37.738000+00:00,2025-02-26 01:24:45.331000+00:00,31.141,7.593,1.0005328115306298
2025-02-26 01:43:13.513000+00:00,164664,Acoustic,VPVF,acoustic,2025-02-26 01:43:13.513000+00:00,2025-02-26 01:43:19.644000+00:00,4.132,6.131,0.4128274096078806
2025-02-26 01:46:14.738000+00:00,164665,Acoustic,VPVF,acoustic,2025-02-26 01:46:14.738000+00:00,2025-02-26 01:46:22.444000+00:00,153.908,7.706,1.465465000419794
2025-02-26 01:53:53.019000+00:00,164666,Acoustic,VPVF,acoustic,2025-02-26 01:53:53.019000+00:00,2025-02-26 01:54:01.175000+00:00,66.594,8.156,1.221701518191782
2025-02-26 02:38:22.638000+00:00,164667,Acoustic,VPVF,acoustic,2025-02-26 02:38:22.638000+00:00,2025-02-26 02:38:30.681000+00:00,107.057,8.043,1.3598420963775395
2025-02-26 02:41:57.063000+00:00,164668,Acoustic,VPVF,acoustic,2025-02-26 02:41:57.063000+00:00,2025-02-26 02:42:08.594000+00:00,114.994,11.531,1.380652371216371
2025-02-26 02:50:14.344000+00:00,164669,Acoustic,VPVF,acoustic,2025-02-26 02:50:14.344000+00:00,2025-02-26 02:50:20.025000+00:00,43.743,5.681,1.0994087383367157
2025-02-26 03:52:13.144000+00:00,164670,Acoustic,VPVF,acoustic,2025-02-26 03:52:13.144000+00:00,2025-02-26 03:52:20.006000+00:00,106.792,6.862,1.3591209424349782
2025-02-26 03:59:38.344000+00:00,164671,Acoustic,VPVF,acoustic,2025-02-26 03:59:38.344000+00:00,2025-02-26 03:59:44.869000+00:00,31.523,6.525,1.004080453130118
2025-02-26 04:00:59.569000+00:00,164672,Acoustic,VPVF,acoustic,2025-02-26 04:00:59.569000+00:00,2025-02-26 04:01:06.938000+00:00,71.039,7.369,1.24050288236315
2025-02-26 04:02:46.838000+00:00,164673,Acoustic,VPVF,acoustic,2025-02-26 04:02:46.838000+00:00,2025-02-26 04:02:54.319000+00:00,21.047,7.481,0.8865374347103412
2025-02-26 04:05:00.288000+00:00,164674,Acoustic,VPVF,acoustic,2025-02-26 04:05:00.288000+00:00,2025-02-26 04:05:07.431000+00:00,10.719,7.143,0.6902033615178086
2025-02-26 04:15:29.738000+00:00,164675,Acoustic,VPVF,acoustic,2025-02-26 04:15:29.738000+00:00,2025-02-26 04:15:36.094000+00:00,34.105,6.356,1.0269880960910018
2025-02-26 05:09:53.738000+00:00,164676,Acoustic,VPVF,acoustic,2025-02-26 05:09:53.738000+00:00,2025-02-26 05:10:01.050000+00:00,115.901,7.312,1.3829384126741049
2025-02-26 05:13:28.781000+00:00,164677,Acoustic,VPVF,acoustic,2025-02-26 05:13:28.781000+00:00,2025-02-26 05:13:36.431000+00:00,69.438,7.65,1.2338701263494736
2025-02-26 05:22:24.231000+00:00,164678,Acoustic,VPVF,acoustic,2025-02-26 05:22:24.231000+00:00,2025-02-26 05:22:32.163000+00:00,15.766,7.932,0.8024734198919998
2025-02-26 05:25:08.063000+00:00,164679,Acoustic,VPVF,acoustic,2025-02-26 05:25:08.063000+00:00,2025-02-26 05:25:15.656000+00:00,10.055,7.593,0.6715959902049498
