event_id,label,station,sensor_type,t1,t2,energy,duration,magnitude
163894,Acoustic,VPVF,acoustic,2025-02-17 21:19:38.395,2025-02-17 21:19:44.335,458.728,5.94,1.7832420172048107
163895,Acoustic,VPVF,acoustic,2025-02-17 21:28:38.800,2025-02-17 21:28:45.550,1022.865,6.75,2.0165782732889728
163896,Acoustic,VPVF,acoustic,2025-02-17 21:53:10.800,2025-02-17 21:53:17.280,1560.556,6.48,2.1394971697158347
163897,Acoustic,VPVF,acoustic,2025-02-17 22:01:45.070,2025-02-17 22:01:50.335,45.858,5.265,1.113148123678974
163898,Acoustic,VPVF,acoustic,2025-02-17 22:21:14.463,2025-02-17 22:21:20.200,237.621,5.737,1.591842828881598
163899,Acoustic,VPVF,acoustic,2025-02-17 22:27:41.260,2025-02-17 22:27:48.753,80.41,7.493,1.2765577416177774
163900,Acoustic,VPVF,acoustic,2025-02-17 22:45:44.665,2025-02-17 22:45:51.685,286.477,7.02,1.6462501392511584
163901,Acoustic,VPVF,acoustic,2025-02-17 22:58:55.463,2025-02-17 22:59:03.563,427.585,8.1,1.7627850491583348
163902,Acoustic,VPVF,acoustic,2025-02-17 23:14:15.923,2025-02-17 23:14:23.145,42.916,7.222,1.0938548885348092
163903,Acoustic,VPVF,acoustic,2025-02-17 23:20:12.990,2025-02-17 23:20:20.415,358.098,7.425,1.711181269955856
163913,Acoustic,VPVF,acoustic,2025-02-17 23:49:57.733,2025-02-17 23:50:06.913,1219.568,9.18,2.067758033719649
163914,Acoustic,VPVF,acoustic,2025-02-18 00:07:45.788,2025-02-18 00:07:53.618,126.709,7.83,1.40888100050165
163915,Acoustic,VPVF,acoustic,2025-02-18 00:11:39.058,2025-02-18 00:11:46.415,395.256,7.357,1.7399085757440764
163916,Acoustic,VPVF,acoustic,2025-02-18 00:21:45.855,2025-02-18 00:21:56.723,263.846,10.868,1.6223048447169606
163917,Acoustic,VPVF,acoustic,2025-02-18 00:38:34.463,2025-02-18 00:38:42.023,42.392,7.56,1.090280217359203
163918,Acoustic,VPVF,acoustic,2025-02-18 12:48:18.855,2025-02-18 12:48:26.955,76.797,8.1,1.2631806508982157
163931,Acoustic,VPVF,acoustic,2025-02-18 17:14:36.620,2025-02-18 17:14:44.990,883.536,8.37,1.973970247293672
163932,Acoustic,VPVF,acoustic,2025-02-18 18:40:33.720,2025-02-18 18:40:41.460,204.237,7.74,1.5477900631223702
163924,Eruption,VPVF,acoustic,2025-02-18 06:11:07.710,2025-02-18 06:11:29.880,16531.269,22.17,2.826265149220426
163933,Acoustic,VPVF,acoustic,2025-02-18 19:38:28.290,2025-02-18 19:38:41.430,262.713,13.14,1.6210526477439982
163950,Acoustic,VPVF,acoustic,2025-02-18 20:17:03.990,2025-02-18 20:17:09.480,346.145,5.49,1.7013029020022525
163951,Acoustic,VPVF,acoustic,2025-02-18 20:46:31.450,2025-02-18 20:46:40.270,35.168,8.82,1.0359189393980757
163952,Acoustic,VPVF,acoustic,2025-02-18 21:13:27.350,2025-02-18 21:13:38.510,766.331,11.16,1.932558984118595
163953,Acoustic,VPVF,acoustic,2025-02-18 21:37:06.730,2025-02-18 21:37:17.440,74.459,10.71,1.254184523501174
163954,Acoustic,VPVF,acoustic,2025-02-18 22:16:21.440,2025-02-18 22:16:31.070,389.845,9.63,1.7358976188954596
163955,Acoustic,VPVF,acoustic,2025-02-18 22:20:33.890,2025-02-18 22:20:42.530,323.629,8.64,1.6817317789595043
163956,Acoustic,VPVF,acoustic,2025-02-18 22:27:44.710,2025-02-18 22:27:52.090,80.691,7.38,1.2775728154537969
163957,Acoustic,VPVF,acoustic,2025-02-18 23:20:29.630,2025-02-18 23:20:38.270,297.519,8.64,1.6572548527742512
163958,Acoustic,VPVF,acoustic,2025-02-19 02:52:37.720,2025-02-19 02:52:46.000,164.363,8.28,1.4845887198837533
163959,Acoustic,VPVF,acoustic,2025-02-19 03:38:55.530,2025-02-19 03:39:05.250,1798.417,9.72,2.180776567456525
163960,Acoustic,VPVF,acoustic,2025-02-19 05:00:46.350,2025-02-19 05:00:53.910,1403.899,7.56,2.1087150293409866
163961,Acoustic,VPVF,acoustic,2025-02-19 07:12:55.450,2025-02-19 07:13:04.270,736.213,8.82,1.9208923328872851
163962,Acoustic,VPVF,acoustic,2025-02-19 07:48:15.710,2025-02-19 07:48:25.070,667.892,9.36,1.8925531818206323
163963,Acoustic,VPVF,acoustic,2025-02-19 08:01:12.350,2025-02-19 08:01:19.010,35.879,6.66,1.041743021180954
163964,Acoustic,VPVF,acoustic,2025-02-19 08:16:55.440,2025-02-19 08:17:02.730,122.697,7.29,1.3995187425806355
163965,Acoustic,VPVF,acoustic,2025-02-19 08:47:34.450,2025-02-19 08:47:42.730,165.18,8.28,1.4860314993905726
163966,Acoustic,VPVF,acoustic,2025-02-19 08:57:58.530,2025-02-19 08:58:06.720,153.106,8.19,1.4639447809657964
163967,Acoustic,VPVF,acoustic,2025-02-19 09:41:15.710,2025-02-19 09:41:24.350,597.288,8.64,1.8600431389694216
163968,Acoustic,VPVF,acoustic,2025-02-19 09:45:09.080,2025-02-19 09:45:17.990,175.43,8.91,1.5035495884622605
163969,Acoustic,VPVF,acoustic,2025-02-19 09:57:40.350,2025-02-19 09:57:48.990,72.77,8.64,1.2475080911973728
163970,Acoustic,VPVF,acoustic,2025-02-19 10:05:38.810,2025-02-19 10:05:46.370,94.944,7.56,1.324903241506621
163971,Acoustic,VPVF,acoustic,2025-02-19 10:07:59.710,2025-02-19 10:08:07.270,49.656,7.56,1.1363010606928183
