,Erruption Activity,VPCC RSAM,VPPC RSAM,VPNC RSAM,VPRS RSAM,VPRS Field E,VPRS Field N,VPRS Field Z,CO2 Concentration
2025-02-04 19:02:00+00:00,0.0,63.96873288861061,921.92530547047,292.09078853230284,68.25347273760983,-0.0076525,1.9805425,0.0347325,340.4809523809524
2025-02-04 19:03:00+00:00,0.0,62.20829820273141,919.576941561726,291.92436387087935,69.25612398012893,-0.0077075,1.980555,0.034735,340.30333333333334
2025-02-04 19:04:00+00:00,0.0,60.447863516852216,917.228577652982,291.7579392094559,70.25877522264804,-0.007735,1.9805325,0.034735,340.1766666666667
2025-02-04 19:05:00+00:00,0.0,58.68742883097301,914.880213744238,291.5915145480324,71.26142646516715,-0.0077975,1.9805125,0.034735,340.05
2025-02-04 19:06:00+00:00,0.0,56.926994145093815,912.531849835494,291.42508988660893,72.26407770768624,-0.00782,1.980505,0.0347375,339.92333333333335
2025-02-04 19:07:00+00:00,0.0,55.16655945921462,910.18348592675,291.2586652251855,73.26672895020535,-0.0078775,1.9804825,0.0347375,339.7966666666667
2025-02-04 19:08:00+00:00,0.0,53.40612477333542,907.835122018006,291.092240563762,74.26938019272446,-0.0078675,1.98048,0.03474,339.67
2025-02-04 19:09:00+00:00,0.0,51.64569008745622,905.486758109262,290.92581590233857,75.27203143524356,-0.007905,1.980465,0.03474,339.54333333333335
2025-02-04 19:10:00+00:00,0.0,49.88525540157702,903.138394200518,290.7593912409151,76.27468267776267,-0.0079625,1.980455,0.03474,339.4166666666667
2025-02-04 19:11:00+00:00,0.0,49.17210782067351,898.4369404732071,289.11064242185313,75.62175019286423,-0.008025,1.980435,0.03474,339.29
2025-02-04 19:12:00+00:00,0.0,48.45896023976999,893.7354867458962,287.4618936027911,74.96881770796578,-0.0081025,1.9804125,0.0347425,339.16333333333336
2025-02-04 19:13:00+00:00,0.0,47.74581265886648,889.0340330185853,285.8131447837292,74.31588522306734,-0.008155,1.9804075,0.0347475,339.03666666666663
2025-02-04 19:14:00+00:00,0.0,47.032665077962974,884.3325792912744,284.16439596466716,73.6629527381689,-0.0081675,1.9803875,0.0347475,338.90999999999997
2025-02-04 19:15:00+00:00,0.0,46.319517497059465,879.6311255639635,282.5156471456052,73.01002025327047,-0.0081825,1.980365,0.0347475,338.7833333333333
2025-02-04 19:16:00+00:00,0.0,45.60636991615595,874.9296718366526,280.86689832654326,72.35708776837203,-0.0082125,1.9803425,0.03475,338.65666666666664
2025-02-04 19:17:00+00:00,0.0,44.89322233525244,870.2282181093417,279.21814950748126,71.70415528347358,-0.008265,1.980335,0.0347525,338.53
2025-02-04 19:18:00+00:00,0.0,44.18007475434893,865.5267643820308,277.5694006884193,71.05122279857514,-0.008295,1.980325,0.03475,338.4033333333333
2025-02-04 19:19:00+00:00,0.0,43.46692717344541,860.8253106547199,275.9206518693573,70.3982903136767,-0.0083325,1.9803125,0.03475,338.27666666666664
2025-02-04 19:20:00+00:00,0.0,42.7537795925419,856.1238569274091,274.27190305029535,69.74535782877825,-0.0083625,1.98031,0.03475,338.15
2025-02-04 19:21:00+00:00,0.0,43.34743401787428,859.2652322091021,275.66370288018896,69.76371728661888,-0.008385,1.9802975,0.03475,338.0233333333333
2025-02-04 19:22:00+00:00,0.0,43.94108844320665,862.4066074907953,277.0555027100826,69.78207674445953,-0.0084075,1.98029,0.03475,337.89666666666665
2025-02-04 19:23:00+00:00,0.0,44.53474286853903,865.5479827724885,278.44730253997625,69.80043620230016,-0.008435,1.98028,0.03475,337.65714285714284
2025-02-04 19:24:00+00:00,0.0,45.1283972938714,868.6893580541815,279.83910236986986,69.81879566014081,-0.00847,1.9802825,0.03475,337.5442857142857
2025-02-04 19:25:00+00:00,0.0,45.722051719203776,871.8307333358746,281.2309021997635,69.83715511798144,-0.0085175,1.980275,0.03475,337.43142857142857
2025-02-04 19:26:00+00:00,0.0,46.31570614453616,874.9721086175678,282.6227020296571,69.85551457582207,-0.0085725,1.9802525,0.03475,337.31857142857143
2025-02-04 19:27:00+00:00,0.0,46.90936056986853,878.1134838992609,284.0145018595507,69.87387403366272,-0.0086175,1.980255,0.03475,337.2057142857143
2025-02-04 19:28:00+00:00,0.0,47.50301499520091,881.254859180954,285.4063016894444,69.89223349150335,-0.0086525,1.9802425,0.03475,337.0928571428571
2025-02-04 19:29:00+00:00,0.0,48.09666942053328,884.396234462647,286.798101519338,69.910592949344,-0.0086825,1.9802375,0.0347525,336.97999999999996
2025-02-04 19:30:00+00:00,0.0,48.690323845865656,887.5376097443402,288.1899013492316,69.92895240718462,-0.00872,1.9802275,0.0347525,336.8671428571428
2025-02-04 19:31:00+00:00,0.0,47.835259674008334,890.198933609701,289.29166584565166,69.62977106444578,-0.008755,1.9802175,0.0347525,336.7542857142857
2025-02-04 19:32:00+00:00,0.0,46.98019550215102,892.8602574750619,290.39343034207167,69.33058972170694,-0.008805,1.98021,0.0347525,336.64142857142855
2025-02-04 19:33:00+00:00,0.0,46.1251313302937,895.5215813404227,291.49519483849167,69.03140837896811,-0.008855,1.98021,0.0347525,336.5285714285714
2025-02-04 19:34:00+00:00,0.0,45.270067158436376,898.1829052057835,292.59695933491173,68.73222703622926,-0.0088875,1.980205,0.0347525,336.4157142857143
2025-02-04 19:35:00+00:00,0.0,44.415002986579054,900.8442290711442,293.6987238313318,68.43304569349041,-0.0089125,1.9802,0.0347525,336.30285714285714
2025-02-04 19:36:00+00:00,0.0,43.55993881472174,903.5055529365052,294.8004883277518,68.13386435075158,-0.00895,1.9801925,0.0347525,336.19
2025-02-04 19:37:00+00:00,0.0,42.70487464286442,906.166876801866,295.9022528241718,67.83468300801275,-0.0089925,1.9801925,0.0347525,336.07714285714286
2025-02-04 19:38:00+00:00,0.0,41.849810471007096,908.8282006672268,297.00401732059186,67.5355016652739,-0.00904,1.9801825,0.0347525,335.96428571428567
2025-02-04 19:39:00+00:00,0.0,40.99474629914978,911.4895245325876,298.1057818170119,67.23632032253505,-0.0090775,1.9801825,0.0347525,335.8514285714285
2025-02-04 19:40:00+00:00,0.0,40.13968212729246,914.1508483979484,299.2075463134319,66.93713897979622,-0.00912,1.98017,0.0347525,335.7385714285714
2025-02-04 19:41:00+00:00,0.0,39.63031470345964,916.273373198372,299.8803050411778,66.68390323633436,-0.0091575,1.9801625,0.0347525,335.62571428571425
2025-02-04 19:42:00+00:00,0.0,39.12094727962681,918.3958979987956,300.5530637689237,66.43066749287252,-0.0092025,1.980145,0.0347525,335.5128571428571
2025-02-04 19:43:00+00:00,0.0,38.61157985579399,920.5184227992188,301.2258224966696,66.17743174941066,-0.00923,1.9801375,0.0347525,335.34476190476187
2025-02-04 19:44:00+00:00,0.0,38.10221243196117,922.6409475996423,301.89858122441547,65.92419600594882,-0.00927,1.98012,0.034755,335.2895238095238
2025-02-04 19:45:00+00:00,0.0,37.59284500812835,924.763472400066,302.5713399521614,65.67096026248696,-0.0093075,1.98011,0.034755,335.2342857142857
2025-02-04 19:46:00+00:00,0.0,37.08347758429552,926.8859972004896,303.24409867990727,65.4177245190251,-0.0093475,1.9801,0.034755,335.1790476190476
2025-02-04 19:47:00+00:00,0.0,36.5741101604627,929.0085220009132,303.91685740765314,65.16448877556326,-0.0093975,1.9800825,0.034755,335.1238095238095
2025-02-04 19:48:00+00:00,0.0,36.06474273662988,931.1310468013364,304.58961613539907,64.9112530321014,-0.0094125,1.9800675,0.034755,335.06857142857143
2025-02-04 19:49:00+00:00,0.0,35.555375312797054,933.25357160176,305.26237486314494,64.65801728863956,-0.00946,1.98006,0.0347575,335.0133333333333
2025-02-04 19:50:00+00:00,0.0,35.04600788896423,935.3760964021836,305.9351335908908,64.4047815451777,-0.0095,1.980055,0.034755,334.9580952380952
2025-02-04 19:51:00+00:00,0.0,35.5076695884369,934.4860249210842,306.60789231863674,64.38080669229961,-0.0095325,1.9800425,0.0347575,334.90285714285716
2025-02-04 19:52:00+00:00,0.0,35.96933128790956,933.5959534399848,307.2806510463826,64.35683183942153,-0.00959,1.9800325,0.0347575,334.84761904761905
2025-02-04 19:53:00+00:00,0.0,36.43099298738223,932.7058819588852,307.95340977412854,64.33285698654345,-0.0096425,1.980025,0.0347575,334.79238095238094
2025-02-04 19:54:00+00:00,0.0,36.8926546868549,931.8158104777856,308.6261685018744,64.30888213366536,-0.0097,1.9800075,0.0347575,334.7371428571428
2025-02-04 19:55:00+00:00,0.0,37.35431638632756,930.9257389966864,309.2989272296203,64.28490728078728,-0.0097525,1.9799875,0.0347575,334.6819047619048
2025-02-04 19:56:00+00:00,0.0,37.815978085800225,930.0356675155869,309.9716859573662,64.2609324279092,-0.009785,1.979975,0.03476,334.62666666666667
2025-02-04 19:57:00+00:00,0.0,38.27763978527289,929.1455960344872,310.6444446851121,64.23695757503111,-0.0098325,1.9799575,0.03476,334.57142857142856
2025-02-04 19:58:00+00:00,0.0,38.73930148474556,928.2555245533878,311.31720341285796,64.21298272215303,-0.00988,1.979945,0.03476,334.5161904761905
2025-02-04 19:59:00+00:00,0.0,39.200963184218224,927.3654530722883,311.9899621406039,64.18900786927495,-0.009925,1.97993,0.03476,334.4609523809524
2025-02-04 20:00:00+00:00,0.0,39.66262488369089,926.4753815911888,312.66272086834977,64.16503301639686,-0.00997,1.97992,0.03476,334.4057142857143
2025-02-04 20:01:00+00:00,0.0,39.231577398994425,915.7474609041634,313.33547959609564,63.936642583276694,-0.010005,1.9799275,0.0347625,334.3504761904762
2025-02-04 20:02:00+00:00,0.0,38.800529914297954,905.019540217138,314.00823832384157,63.70825215015652,-0.010045,1.9799125,0.0347625,334.2952380952381
2025-02-04 20:03:00+00:00,0.0,38.36948242960149,894.2916195301127,314.68099705158744,63.47986171703635,-0.010085,1.9799025,0.034765,334.33809523809526
2025-02-04 20:04:00+00:00,0.0,37.938434944905026,883.5636988430873,315.3537557793333,63.25147128391618,-0.01013,1.9798925,0.034765,334.43619047619046
2025-02-04 20:05:00+00:00,0.0,37.50738746020856,872.8357781560619,316.02651450707924,63.023080850796006,-0.0101675,1.979865,0.0347675,334.5342857142857
2025-02-04 20:06:00+00:00,0.0,37.07633997551209,862.1078574690365,316.6992732348251,62.79469041767584,-0.010225,1.979865,0.0347675,334.63238095238097
2025-02-04 20:07:00+00:00,0.0,36.64529249081563,851.3799367820111,317.372031962571,62.56629998455567,-0.0102725,1.9798575,0.0347675,334.7304761904762
2025-02-04 20:08:00+00:00,0.0,36.21424500611917,840.6520160949858,318.0447906903169,62.3379095514355,-0.0103175,1.979855,0.0347675,334.8285714285714
2025-02-04 20:09:00+00:00,0.0,35.78319752142269,829.9240954079604,318.7175494180628,62.109519118315326,-0.0103525,1.9798475,0.03477,334.9266666666667
2025-02-04 20:10:00+00:00,0.0,35.35215003672623,819.196174720935,319.39030814580866,61.88112868519516,-0.01039,1.979845,0.0347725,335.02476190476193
2025-02-04 20:11:00+00:00,0.0,33.90269580739306,833.7011538044903,320.0630668735546,61.6555657414604,-0.010435,1.9798475,0.0347725,335.12285714285713
2025-02-04 20:12:00+00:00,0.0,32.45324157805988,848.2061328880457,320.73582560130046,61.430002797725635,-0.0104725,1.97984,0.0347725,335.2209523809524
2025-02-04 20:13:00+00:00,0.0,31.00378734872671,862.7111119716009,321.4085843290464,61.20443985399088,-0.01052,1.979825,0.0347725,335.31904761904764
2025-02-04 20:14:00+00:00,0.0,29.554333119393537,877.2160910551562,322.08134305679226,60.97887691025611,-0.01056,1.979825,0.034775,335.4171428571429
2025-02-04 20:15:00+00:00,0.0,28.10487889006037,891.7210701387115,322.75410178453814,60.753313966521354,-0.01061,1.97983,0.034775,335.5152380952381
2025-02-04 20:16:00+00:00,0.0,26.655424660727192,906.2260492222669,323.42686051228407,60.52775102278659,-0.01066,1.97983,0.0347775,335.61333333333334
2025-02-04 20:17:00+00:00,0.0,25.205970431394014,920.7310283058222,324.09961924002994,60.30218807905183,-0.0107025,1.9798275,0.0347775,335.7114285714286
2025-02-04 20:18:00+00:00,0.0,23.756516202060844,935.2360073893774,324.7723779677758,60.07662513531707,-0.01075,1.9798325,0.03478,335.8095238095238
2025-02-04 20:19:00+00:00,0.0,22.307061972727674,949.7409864729328,325.44513669552174,59.85106219158231,-0.010785,1.979845,0.03478,335.90761904761905
2025-02-04 20:20:00+00:00,0.0,20.8576077433945,964.245965556488,326.1178954232676,59.62549924784755,-0.0108225,1.97984,0.0347825,336.0057142857143
2025-02-04 20:21:00+00:00,0.0,20.60345351893654,964.0543191403838,325.63210104503,59.30264531630325,-0.0108575,1.9798425,0.0347825,336.10380952380956
2025-02-04 20:22:00+00:00,0.0,20.34929929447858,963.8626727242796,325.1463066667924,58.97979138475895,-0.010895,1.979845,0.034785,336.20190476190476
2025-02-04 20:23:00+00:00,0.0,20.09514507002062,963.6710263081752,324.6605122885548,58.656937453214645,-0.010935,1.9798475,0.034785,336.4247619047619
2025-02-04 20:24:00+00:00,0.0,19.84099084556266,963.4793798920708,324.17471791031716,58.334083521670344,-0.0109725,1.9798575,0.034785,336.5495238095238
2025-02-04 20:25:00+00:00,0.0,19.586836621104705,963.2877334759668,323.68892353207957,58.01122959012605,-0.01101,1.9798625,0.0347875,336.6742857142857
2025-02-04 20:26:00+00:00,0.0,19.332682396646742,963.0960870598624,323.203129153842,57.68837565858175,-0.0110375,1.9798675,0.03479,336.79904761904766
2025-02-04 20:27:00+00:00,0.0,19.078528172188783,962.9044406437582,322.71733477560434,57.36552172703745,-0.011075,1.9798675,0.03479,336.92380952380955
2025-02-04 20:28:00+00:00,0.0,18.824373947730827,962.712794227654,322.23154039736676,57.042667795493145,-0.011105,1.9798675,0.0347925,337.04857142857145
2025-02-04 20:29:00+00:00,0.0,18.570219723272867,962.5211478115496,321.7457460191291,56.71981386394884,-0.011135,1.979875,0.0347925,337.17333333333335
2025-02-04 20:30:00+00:00,0.0,18.316065498814908,962.3295013954454,321.25995164089153,56.39695993240454,-0.0111625,1.9798875,0.034795,337.29809523809524
2025-02-04 20:31:00+00:00,0.0,18.86971413496775,960.8996946070016,321.6766481782911,56.70296636568081,-0.011195,1.979885,0.0347975,337.42285714285714
2025-02-04 20:32:00+00:00,0.0,19.4233627711206,959.4698878185576,322.0933447156907,57.00897279895707,-0.011225,1.9799,0.0347975,337.54761904761904
2025-02-04 20:33:00+00:00,0.0,19.977011407273448,958.0400810301136,322.51004125309026,57.31497923223333,-0.011255,1.979905,0.0348,337.672380952381
2025-02-04 20:34:00+00:00,0.0,20.530660043426295,956.6102742416696,322.9267377904899,57.62098566550959,-0.0112825,1.9799125,0.0348,337.7971428571429
2025-02-04 20:35:00+00:00,0.0,21.08430867957914,955.1804674532256,323.34343432788944,57.92699209878586,-0.011305,1.979915,0.0348025,337.9219047619048
2025-02-04 20:36:00+00:00,0.0,21.63795731573199,953.7506606647818,323.760130865289,58.23299853206212,-0.0113375,1.979935,0.034805,338.0466666666667
2025-02-04 20:37:00+00:00,0.0,22.19160595188484,952.3208538763378,324.1768274026886,58.53900496533838,-0.0113675,1.97992,0.034805,338.1714285714286
2025-02-04 20:38:00+00:00,0.0,22.745254588037685,950.891047087894,324.5935239400882,58.845011398614645,-0.0113975,1.979925,0.0348075,338.2961904761905
2025-02-04 20:39:00+00:00,0.0,23.298903224190532,949.46124029945,325.0102204774878,59.15101783189091,-0.01142,1.9799225,0.0348075,338.4209523809524
2025-02-04 20:40:00+00:00,0.0,23.85255186034338,948.031433511006,325.42691701488735,59.45702426516717,-0.01145,1.97995,0.03481,338.5457142857143
2025-02-04 20:41:00+00:00,0.0,23.69432190640905,946.1523743755448,324.44397199952294,59.136949743272744,-0.0114875,1.9799625,0.0348125,338.6704761904762
2025-02-04 20:42:00+00:00,0.0,23.536091952474727,944.2733152400835,323.4610269841585,58.81687522137832,-0.011525,1.97998,0.0348125,338.7952380952381
2025-02-04 20:43:00+00:00,0.0,23.3778619985404,942.3942561046224,322.4780819687941,58.49680069948389,-0.011565,1.9799925,0.034815,339.04761904761904
2025-02-04 20:44:00+00:00,0.0,23.219632044606072,940.5151969691613,321.49513695342966,58.176726177589465,-0.011595,1.9800025,0.034815,339.1752380952381
2025-02-04 20:45:00+00:00,0.0,23.061402090671745,938.6361378337,320.5121919380652,57.85665165569504,-0.01162,1.98001,0.0348175,339.30285714285714
2025-02-04 20:46:00+00:00,0.0,22.90317213673742,936.7570786982386,319.5292469227008,57.53657713380061,-0.0116525,1.9800175,0.03482,339.4304761904762
2025-02-04 20:47:00+00:00,0.0,22.744942182803097,934.8780195627776,318.5463019073364,57.216502611906186,-0.0116825,1.9800325,0.03482,339.55809523809523
2025-02-04 20:48:00+00:00,0.0,22.58671222886877,932.9989604273162,317.563356891972,56.89642809001176,-0.011715,1.9800725,0.0348225,339.6857142857143
2025-02-04 20:49:00+00:00,0.0,22.42848227493444,931.1199012918552,316.5804118766075,56.576353568117334,-0.01173,1.9800475,0.0348225,339.81333333333333
2025-02-04 20:50:00+00:00,0.0,22.270252321000115,929.2408421563938,315.5974668612431,56.25627904622291,-0.011785,1.980105,0.034825,339.9409523809524
2025-02-04 20:51:00+00:00,0.0,24.22981583894525,927.990254464268,314.74938346736366,56.43049558546412,-0.01182,1.98014,0.034825,340.06857142857143
2025-02-04 20:52:00+00:00,0.0,26.189379356890385,926.7396667721422,313.9013000734842,56.60471212470534,-0.01183,1.980135,0.0348275,340.1961904761905
2025-02-04 20:53:00+00:00,0.0,28.14894287483552,925.4890790800164,313.05321667960476,56.77892866394655,-0.01183,1.980125,0.0348275,340.32380952380953
2025-02-04 20:54:00+00:00,0.0,30.108506392780654,924.2384913878908,312.2051332857253,56.953145203187766,-0.0118675,1.9801625,0.03483,340.4514285714286
2025-02-04 20:55:00+00:00,0.0,32.06806991072579,922.9879036957648,311.35704989184586,57.12736174242898,-0.0119,1.9801825,0.03483,340.5790476190476
2025-02-04 20:56:00+00:00,0.0,34.027633428670924,921.7373160036392,310.50896649796636,57.30157828167019,-0.01191,1.980185,0.03483,340.7066666666667
2025-02-04 20:57:00+00:00,0.0,35.98719694661606,920.4867283115132,309.6608831040869,57.47579482091141,-0.01195,1.980235,0.0348325,340.8342857142857
2025-02-04 20:58:00+00:00,0.0,37.946760464561194,919.2361406193876,308.81279971020746,57.650011360152625,-0.011965,1.9802575,0.0348325,340.9619047619048
2025-02-04 20:59:00+00:00,0.0,39.90632398250633,917.9855529272618,307.964716316328,57.82422789939384,-0.01198,1.9802775,0.034835,341.0895238095238
2025-02-04 21:00:00+00:00,0.0,41.865887500451464,916.734965235136,307.11663292244856,57.998444438635055,-0.0119925,1.9803025,0.034835,341.2171428571429
2025-02-04 21:01:00+00:00,0.0,41.65826752758105,916.511200659392,306.2281725426881,57.93578944408386,-0.01201,1.9803275,0.0348375,341.3447619047619
2025-02-04 21:02:00+00:00,0.0,41.45064755471064,916.287436083648,305.33971216292764,57.87313444953267,-0.01203,1.98035,0.0348375,341.472380952381
2025-02-04 21:03:00+00:00,0.0,41.24302758184023,916.063671507904,304.4512517831672,57.81047945498147,-0.012045,1.9803775,0.03484,341.5461904761905
2025-02-04 21:04:00+00:00,0.0,41.03540760896982,915.83990693216,303.5627914034067,57.74782446043029,-0.0120625,1.980405,0.0348375,341.492380952381
2025-02-04 21:05:00+00:00,0.0,40.82778763609941,915.616142356416,302.6743310236463,57.68516946587909,-0.012085,1.9804375,0.03484,341.43857142857144
2025-02-04 21:06:00+00:00,0.0,40.620167663229,915.392377780672,301.78587064388586,57.6225144713279,-0.012105,1.98046,0.0348425,341.38476190476194
2025-02-04 21:07:00+00:00,0.0,40.412547690358586,915.168613204928,300.89741026412537,57.55985947677671,-0.0121175,1.98049,0.0348425,341.3309523809524
2025-02-04 21:08:00+00:00,0.0,40.204927717488175,914.944848629184,300.00894988436494,57.49720448222551,-0.0121275,1.980515,0.0348425,341.2771428571429
2025-02-04 21:09:00+00:00,0.0,39.99730774461776,914.72108405344,299.12048950460445,57.434549487674325,-0.012145,1.980545,0.034845,341.22333333333336
2025-02-04 21:10:00+00:00,0.0,39.78968777174735,914.497319477696,298.232029124844,57.37189449312313,-0.0121575,1.9805725,0.034845,341.1695238095238
2025-02-04 21:11:00+00:00,0.0,40.744426933209226,916.2698869810524,297.40117283666405,57.58758820590996,-0.01218,1.9806025,0.034845,341.1157142857143
2025-02-04 21:12:00+00:00,0.0,41.6991660946711,918.042454484409,296.5703165484841,57.80328191869679,-0.012205,1.98063,0.0348475,341.06190476190477
2025-02-04 21:13:00+00:00,0.0,42.65390525613297,919.8150219877656,295.7394602603041,58.01897563148362,-0.012215,1.9806575,0.0348475,341.0080952380953
2025-02-04 21:14:00+00:00,0.0,43.608644417594846,921.587589491122,294.9086039721241,58.23466934427045,-0.012225,1.9806875,0.0348475,340.95428571428573
2025-02-04 21:15:00+00:00,0.0,44.56338357905672,923.3601569944784,294.07774768394415,58.450363057057274,-0.0122325,1.98071,0.0348475,340.90047619047624
2025-02-04 21:16:00+00:00,0.0,45.51812274051859,925.1327244978348,293.2468913957642,58.666056769844104,-0.01225,1.980735,0.0348475,340.8466666666667
2025-02-04 21:17:00+00:00,0.0,46.472861901980465,926.9052920011914,292.4160351075842,58.881750482630935,-0.01226,1.9807625,0.03485,340.79285714285714
2025-02-04 21:18:00+00:00,0.0,47.42760106344234,928.677859504548,291.58517881940423,59.097444195417765,-0.0122675,1.9807925,0.03485,340.73904761904765
2025-02-04 21:19:00+00:00,0.0,48.38234022490421,930.4504270079044,290.75432253122426,59.313137908204595,-0.012275,1.9808225,0.03485,340.6852380952381
2025-02-04 21:20:00+00:00,0.0,49.337079386366085,932.2229945112608,289.9234662430443,59.528831620991426,-0.01228,1.980845,0.0348525,340.6314285714286
2025-02-04 21:21:00+00:00,0.0,48.057814370886774,928.0682327690012,289.3951156836097,59.60406290110557,-0.01228,1.9808725,0.0348525,340.57761904761907
2025-02-04 21:22:00+00:00,0.0,46.77854935540746,923.9134710267416,288.8667651241751,59.679294181219696,-0.01228,1.9809,0.0348525,340.5238095238096
2025-02-04 21:23:00+00:00,0.0,45.499284339928145,919.7587092844822,288.3384145647405,59.75452546133383,-0.012285,1.98093,0.0348525,340.53761904761905
2025-02-04 21:24:00+00:00,0.0,44.220019324448835,915.6039475422226,287.81006400530595,59.829756741447966,-0.0122925,1.9809525,0.0348525,340.6052380952381
2025-02-04 21:25:00+00:00,0.0,42.94075430896952,911.4491857999632,287.28171344587133,59.904988021562104,-0.01229,1.9809775,0.0348525,340.67285714285714
2025-02-04 21:26:00+00:00,0.0,41.66148929349021,907.2944240577036,286.7533628864367,59.98021930167624,-0.0122875,1.9810025,0.0348525,340.7404761904762
2025-02-04 21:27:00+00:00,0.0,40.3822242780109,903.139662315444,286.22501232700216,60.05545058179037,-0.012285,1.981025,0.034855,340.80809523809523
2025-02-04 21:28:00+00:00,0.0,39.102959262531584,898.9849005731844,285.69666176756755,60.130681861904506,-0.012285,1.9810425,0.0348575,340.8757142857143
2025-02-04 21:29:00+00:00,0.0,37.82369424705227,894.8301388309249,285.168311208133,60.205913142018645,-0.01229,1.9810625,0.034855,340.9433333333333
2025-02-04 21:30:00+00:00,0.0,36.54442923157296,890.6753770886653,284.6399606486984,60.281144422132776,-0.0122875,1.98108,0.034855,341.0109523809524
2025-02-04 21:31:00+00:00,0.0,36.23345981649196,895.3407850581816,286.4861627596988,60.089285869537505,-0.0122875,1.9811125,0.0348575,341.0785714285714
2025-02-04 21:32:00+00:00,0.0,35.922490401410954,900.0061930276979,288.3323648706992,59.89742731694223,-0.012285,1.98113,0.0348575,341.1461904761905
2025-02-04 21:33:00+00:00,0.0,35.61152098632995,904.6716009972142,290.17856698169965,59.70556876434695,-0.012285,1.9811525,0.0348575,341.2138095238095
2025-02-04 21:34:00+00:00,0.0,35.300551571248945,909.3370089667304,292.02476909270007,59.51371021175168,-0.01229,1.9811725,0.0348575,341.2814285714286
2025-02-04 21:35:00+00:00,0.0,34.98958215616794,914.0024169362468,293.8709712037005,59.32185165915641,-0.0122775,1.9811925,0.0348575,341.3490476190476
2025-02-04 21:36:00+00:00,0.0,34.67861274108694,918.6678249057632,295.7171733147009,59.12999310656113,-0.0122675,1.98121,0.0348575,341.4166666666667
2025-02-04 21:37:00+00:00,0.0,34.36764332600593,923.3332328752796,297.56337542570134,58.93813455396585,-0.012265,1.98123,0.0348575,341.4842857142857
2025-02-04 21:38:00+00:00,0.0,34.05667391092493,927.9986408447958,299.40957753670176,58.74627600137058,-0.012265,1.981255,0.03486,341.5519047619048
2025-02-04 21:39:00+00:00,0.0,33.745704495843924,932.664048814312,301.2557796477022,58.55441744877531,-0.012265,1.981285,0.0348575,341.6195238095238
2025-02-04 21:40:00+00:00,0.0,33.43473508076292,937.3294567838284,303.1019817587026,58.36255889618003,-0.0122575,1.9813,0.0348575,341.6871428571429
2025-02-04 21:41:00+00:00,0.0,34.66701082368108,937.0146004992343,303.5011088561329,58.21866296011477,-0.012245,1.98132,0.03486,341.7547619047619
2025-02-04 21:42:00+00:00,0.0,35.89928656659924,936.6997442146406,303.9002359535631,58.074767024049514,-0.0122325,1.9813375,0.03486,341.82238095238097
2025-02-04 21:43:00+00:00,0.0,37.1315623095174,936.3848879300468,304.29936305099335,57.93087108798426,-0.0122225,1.981355,0.03486,342.0285714285714
2025-02-04 21:44:00+00:00,0.0,38.36383805243556,936.0700316454528,304.69849014842356,57.786975151918995,-0.012205,1.9813725,0.03486,342.16714285714284
2025-02-04 21:45:00+00:00,0.0,39.59611379535371,935.755175360859,305.0976172458538,57.64307921585373,-0.0122,1.9813875,0.03486,342.30571428571426
2025-02-04 21:46:00+00:00,0.0,40.82838953827188,935.440319076265,305.4967443432841,57.499183279788475,-0.012185,1.9814025,0.03486,342.4442857142857
2025-02-04 21:47:00+00:00,0.0,42.06066528119004,935.1254627916712,305.8958714407143,57.35528734372322,-0.0121725,1.98142,0.0348575,342.5828571428571
2025-02-04 21:48:00+00:00,0.0,43.2929410241082,934.8106065070772,306.29499853814457,57.21139140765795,-0.01216,1.981435,0.03486,342.7214285714286
2025-02-04 21:49:00+00:00,0.0,44.52521676702636,934.4957502224836,306.6941256355748,57.06749547159269,-0.01215,1.98145,0.03486,342.86
2025-02-04 21:50:00+00:00,0.0,45.75749250994452,934.1808939378896,307.09325273300504,56.92359953552744,-0.012135,1.981465,0.03486,342.99857142857144
2025-02-04 21:51:00+00:00,0.0,45.415491262686544,935.6883534153242,308.15533556819014,57.1887904534629,-0.01212,1.9814825,0.03486,343.13714285714286
2025-02-04 21:52:00+00:00,0.0,45.07349001542857,937.1958128927588,309.21741840337523,57.45398137139837,-0.0120975,1.9815,0.03486,343.2757142857143
2025-02-04 21:53:00+00:00,0.0,44.73148876817059,938.7032723701936,310.27950123856033,57.719172289333834,-0.01208,1.9815175,0.03486,343.4142857142857
2025-02-04 21:54:00+00:00,0.0,44.38948752091262,940.2107318476284,311.3415840737454,57.984363207269304,-0.0120675,1.9815325,0.03486,343.55285714285714
2025-02-04 21:55:00+00:00,0.0,44.04748627365464,941.7181913250628,312.40366690893046,58.24955412520477,-0.01205,1.9815525,0.03486,343.69142857142856
2025-02-04 21:56:00+00:00,0.0,43.705485026396666,943.2256508024976,313.46574974411556,58.51474504314023,-0.0120375,1.9815675,0.03486,343.83
2025-02-04 21:57:00+00:00,0.0,43.36348377913869,944.7331102799322,314.52783257930065,58.7799359610757,-0.012035,1.981585,0.03486,343.9685714285714
2025-02-04 21:58:00+00:00,0.0,43.021482531880714,946.2405697573668,315.58991541448574,59.04512687901117,-0.0120125,1.9816075,0.03486,344.1071428571429
