,Erruption Activity,VPCC RSAM,VPPC RSAM,VPNC RSAM,VPRS RSAM,VPRS Field E,VPRS Field N,VPRS Field Z,CO2 Concentration
2025-01-22 00:14:00+00:00,0.0,17.270326261124822,614.3698071566848,203.97150091055377,67.24164590524987,-0.0081925,1.983225,0.0287725,464.87
2025-01-22 00:15:00+00:00,0.0,16.690858449330797,618.7348843972538,203.84088041064257,67.23483113671155,-0.0081875,1.9832275,0.0287725,465.15333333333336
2025-01-22 00:16:00+00:00,0.0,16.111390637536775,623.0999616378228,203.71025991073128,67.22801636817324,-0.0081975,1.9832275,0.0287725,465.43666666666667
2025-01-22 00:17:00+00:00,0.0,15.531922825742752,627.4650388783919,203.57963941082005,67.22120159963492,-0.008195,1.9832275,0.0287725,465.72
2025-01-22 00:18:00+00:00,0.0,14.952455013948727,631.8301161189609,203.4490189109088,67.2143868310966,-0.0082075,1.98323,0.0287725,466.0033333333334
2025-01-22 00:19:00+00:00,0.0,14.372987202154707,636.1951933595298,203.31839841099756,67.20757206255828,-0.0082075,1.9832325,0.0287725,466.2866666666667
2025-01-22 00:20:00+00:00,0.0,13.793519390360684,640.5602706000988,203.18777791108633,67.20075729401997,-0.0082075,1.9832375,0.0287725,466.57
2025-01-22 00:21:00+00:00,0.0,13.899562909350747,644.175246840022,206.39179818822228,67.5649533114626,-0.0082175,1.983245,0.0287725,466.85333333333335
2025-01-22 00:22:00+00:00,0.0,14.005606428340808,647.7902230799452,209.5958184653582,67.92914932890523,-0.0082275,1.9832525,0.0287725,467.13666666666666
2025-01-22 00:23:00+00:00,0.0,14.111649947330871,651.4051993198684,212.79983874249416,68.29334534634785,-0.0082425,1.98325,0.0287725,467.61
2025-01-22 00:24:00+00:00,0.0,14.217693466320933,655.0201755597917,216.00385901963008,68.65754136379049,-0.0082675,1.9832525,0.0287725,467.8
2025-01-22 00:25:00+00:00,0.0,14.323736985310996,658.635151799715,219.20787929676604,69.02173738123312,-0.00828,1.98326,0.028775,467.99
2025-01-22 00:26:00+00:00,0.0,14.42978050430106,662.2501280396382,222.411899573902,69.38593339867575,-0.008285,1.9832725,0.028775,468.18
2025-01-22 00:27:00+00:00,0.0,14.53582402329112,665.8651042795614,225.61591985103792,69.75012941611837,-0.0082775,1.9832725,0.028775,468.37
2025-01-22 00:28:00+00:00,0.0,14.641867542281185,669.4800805194847,228.81994012817387,70.114325433561,-0.0082875,1.983275,0.028775,468.56
2025-01-22 00:29:00+00:00,0.0,14.747911061271244,673.095056759408,232.0239604053098,70.47852145100364,-0.00829,1.98328,0.028775,468.75
2025-01-22 00:30:00+00:00,0.0,14.853954580261307,676.7100329993311,235.22798068244575,70.84271746844627,-0.0083,1.983285,0.028775,468.94
2025-01-22 00:31:00+00:00,0.0,15.1525130269506,672.9563516402663,233.04219888963297,70.52512160667554,-0.0083125,1.9832875,0.028775,469.13
2025-01-22 00:32:00+00:00,0.0,15.451071473639896,669.2026702812016,230.8564170968202,70.20752574490481,-0.0083,1.9832975,0.0287775,469.32
2025-01-22 00:33:00+00:00,0.0,15.749629920329191,665.4489889221369,228.67063530400745,69.88992988313409,-0.00829,1.9833,0.0287775,469.5100000000001
2025-01-22 00:34:00+00:00,0.0,16.048188367018483,661.6953075630721,226.48485351119464,69.57233402136336,-0.008265,1.98331,0.0287775,469.7000000000001
2025-01-22 00:35:00+00:00,0.0,16.346746813707778,657.9416262040073,224.29907171838187,69.25473815959263,-0.0082625,1.9833125,0.0287775,469.89
2025-01-22 00:36:00+00:00,0.0,16.645305260397073,654.1879448449425,222.11328992556903,68.93714229782191,-0.0082525,1.9833175,0.0287775,470.08
2025-01-22 00:37:00+00:00,0.0,16.94386370708637,650.4342634858778,219.9275081327563,68.61954643605118,-0.008275,1.98332,0.0287775,470.27
2025-01-22 00:38:00+00:00,0.0,17.242422153775664,646.6805821268131,217.7417263399435,68.30195057428045,-0.008275,1.9833225,0.0287775,470.46
2025-01-22 00:39:00+00:00,0.0,17.540980600464955,642.9269007677483,215.5559445471307,67.98435471250973,-0.0082925,1.983325,0.0287775,470.65
2025-01-22 00:40:00+00:00,0.0,17.83953904715425,639.1732194086835,213.37016275431796,67.666758850739,-0.0082675,1.9833275,0.0287775,470.84
2025-01-22 00:41:00+00:00,0.0,18.065616110965053,617.0685406676763,208.0877403857714,67.50780317162686,-0.0082,1.9833375,0.0287775,471.03
2025-01-22 00:42:00+00:00,0.0,18.291693174775855,594.9638619266691,202.80531801722483,67.34884749251472,-0.0081575,1.9833475,0.02878,471.22
2025-01-22 00:43:00+00:00,0.0,18.517770238586657,572.8591831856619,197.5228956486783,67.18989181340258,-0.0081175,1.98336,0.02878,471.51714285714286
2025-01-22 00:44:00+00:00,0.0,18.74384730239746,550.7545044446548,192.2404732801317,67.03093613429044,-0.008045,1.9833875,0.02878,471.62428571428575
2025-01-22 00:45:00+00:00,0.0,18.969924366208264,528.6498257036476,186.95805091158516,66.8719804551783,-0.0079725,1.98341,0.02878,471.7314285714286
2025-01-22 00:46:00+00:00,0.0,19.196001430019063,506.5451469626404,181.6756285430386,66.71302477606618,-0.0079175,1.983425,0.02878,471.8385714285714
2025-01-22 00:47:00+00:00,0.0,19.42207849382987,484.4404682216332,176.39320617449204,66.55406909695404,-0.007885,1.98344,0.02878,471.9457142857143
2025-01-22 00:48:00+00:00,0.0,19.64815555764067,462.335789480626,171.1107838059455,66.3951134178419,-0.007855,1.9834575,0.02878,472.0528571428572
2025-01-22 00:49:00+00:00,0.0,19.874232621451473,440.2311107396188,165.8283614373989,66.23615773872976,-0.0078225,1.98348,0.02878,472.16
